"Conservation Feature","Feature Name","Target","Amount Held","Occurrence Target ","Occurrences Held","Separation Target ","Separation Achieved","Target Met","MPM"
24,,5615954115.427132,5616072771.616654,0,139,0,0,yes,1.000000
23,,469798696.622515,568596983.178250,0,27,0,0,yes,1.000000
22,,3384307306.297791,3392031327.256320,0,96,0,0,yes,1.000000
21,,442251180.267135,454304844.028790,0,13,0,0,yes,1.000000
20,,812126096.550814,823666372.051750,0,65,0,0,yes,1.000000
19,,714455355.802341,792930590.846180,0,17,0,0,yes,1.000000
18,,5992419.187795,6238742.157240,0,8,0,0,yes,1.000000
17,,38223068.882032,119819508.842780,0,4,0,0,yes,1.000000
16,,5360396423.750958,5360406979.699194,0,134,0,0,yes,1.000000
15,,475740709.534277,476239449.491200,0,38,0,0,yes,1.000000
14,,117877661.072850,122589814.873530,0,9,0,0,yes,1.000000
13,,106269847.207610,106828211.824190,0,12,0,0,yes,1.000000
12,,108375713.653612,140548677.285650,0,8,0,0,yes,1.000000
11,,203099116.837551,204563024.329140,0,40,0,0,yes,1.000000
10,,110238644.596040,139347424.262210,0,15,0,0,yes,1.000000
9,,238284629.509380,287297322.630370,0,14,0,0,yes,1.000000
8,,257928662.232081,262941281.386740,0,38,0,0,yes,1.000000
7,,434248527.484422,436719428.306650,0,36,0,0,yes,1.000000
6,,468737987.304786,538250365.256840,0,39,0,0,yes,1.000000
5,,301455310.442283,309163460.522930,0,15,0,0,yes,1.000000
4,,107541997.643654,112404137.099130,0,13,0,0,yes,1.000000
3,,276535527.748922,378925657.400870,0,16,0,0,yes,1.000000
2,,192323344.329095,235607356.015610,0,31,0,0,yes,1.000000
1,,118118429.428616,118367072.249020,0,13,0,0,yes,1.000000
