"planning_unit","number"
1792,0
1771,0
1770,0
1748,0
1747,0
1729,0
1727,0
1726,0
1725,0
1707,0
1706,0
1705,0
1704,0
1703,1
1702,1
1701,0
1700,0
1685,0
1684,0
1683,0
1682,0
1681,5
1680,10
1679,7
1678,0
1663,0
1662,0
1661,0
1660,2
1659,0
1658,5
1657,10
1656,10
1641,0
1640,0
1639,0
1638,1
1637,3
1636,10
1635,10
1634,9
1623,0
1619,0
1618,0
1617,0
1616,0
1615,4
1614,10
1613,10
1612,10
1611,0
1601,0
1600,0
1598,0
1597,0
1596,0
1595,0
1594,1
1593,0
1592,10
1591,10
1590,10
1579,0
1578,0
1577,0
1575,0
1574,0
1573,0
1572,0
1571,1
1570,10
1569,10
1568,10
1567,0
1557,0
1556,0
1554,0
1553,0
1552,0
1551,0
1550,0
1549,0
1548,10
1547,9
1546,3
1545,0
1535,0
1534,0
1533,0
1531,0
1530,0
1529,0
1528,0
1527,0
1526,4
1525,4
1524,3
1523,10
1513,0
1512,0
1510,0
1509,0
1508,0
1507,0
1506,0
1505,0
1504,1
1503,1
1502,7
1501,6
1491,0
1490,0
1489,0
1488,0
1487,0
1486,0
1485,0
1484,0
1483,0
1482,0
1481,0
1480,0
1479,10
1469,0
1468,0
1467,0
1466,0
1465,0
1464,0
1463,4
1462,0
1461,0
1460,0
1459,1
1458,2
1457,10
1447,1
1446,0
1445,0
1444,0
1443,0
1442,0
1441,0
1440,1
1439,0
1438,0
1437,0
1436,1
1435,8
1434,2
1425,0
1424,0
1423,0
1422,0
1421,0
1420,1
1419,0
1418,0
1417,0
1416,0
1415,0
1414,5
1413,8
1403,0
1402,0
1401,0
1400,0
1399,0
1398,3
1397,0
1396,0
1395,0
1394,0
1393,0
1392,2
1391,7
1390,3
1381,0
1380,0
1379,0
1378,0
1377,1
1376,1
1375,0
1374,0
1373,0
1372,2
1371,0
1370,4
1369,6
1368,0
1360,0
1359,0
1358,0
1357,0
1356,0
1355,0
1354,0
1353,6
1352,2
1351,0
1350,0
1349,0
1348,0
1347,3
1346,8
1345,1
1338,2
1337,2
1336,0
1335,0
1334,0
1333,0
1332,0
1331,6
1330,0
1329,0
1328,0
1327,0
1326,1
1325,5
1324,8
1316,8
1315,0
1314,0
1313,3
1312,0
1311,0
1310,0
1309,0
1308,5
1307,0
1306,0
1305,0
1304,0
1303,0
1302,7
1301,3
1294,0
1293,1
1292,1
1291,0
1290,0
1289,0
1288,0
1287,3
1286,0
1285,0
1284,0
1283,0
1282,0
1281,5
1280,9
1279,0
1272,5
1271,0
1270,0
1269,0
1268,0
1267,0
1266,0
1265,0
1264,0
1263,0
1262,0
1261,0
1260,0
1259,1
1258,2
1257,9
1250,0
1249,0
1248,1
1247,7
1246,10
1245,0
1244,0
1243,0
1242,0
1241,0
1240,0
1239,0
1238,0
1237,4
1236,2
1235,0
1227,0
1226,6
1225,0
1224,0
1223,0
1222,0
1221,0
1220,0
1219,0
1218,0
1217,0
1216,0
1215,0
1214,3
1213,7
1206,0
1205,4
1204,0
1203,4
1202,0
1201,0
1200,0
1199,2
1198,4
1197,0
1196,0
1195,0
1194,0
1193,0
1192,6
1191,1
1183,0
1182,10
1181,0
1180,0
1179,0
1178,4
1177,0
1176,0
1175,0
1174,0
1173,0
1172,0
1171,1
1170,1
1169,9
1164,0
1162,0
1161,6
1160,0
1159,0
1158,0
1157,1
1156,0
1155,0
1154,9
1153,0
1152,0
1151,2
1150,1
1149,2
1148,7
1147,5
1141,0
1140,0
1139,0
1138,0
1137,0
1136,0
1135,0
1134,0
1133,0
1132,0
1131,0
1130,0
1129,0
1128,2
1127,2
1126,1
1125,8
1124,0
1120,0
1118,0
1117,0
1116,0
1115,0
1114,0
1113,0
1112,0
1111,0
1110,1
1109,0
1108,0
1107,1
1106,1
1105,2
1104,2
1103,6
1097,0
1096,0
1095,0
1094,0
1093,0
1092,0
1091,0
1090,0
1089,0
1088,0
1087,0
1086,1
1085,0
1084,1
1083,0
1082,0
1081,1
1080,0
1076,0
1074,1
1073,0
1072,0
1071,0
1070,0
1069,0
1068,0
1067,0
1066,0
1065,0
1064,1
1063,0
1062,0
1061,0
1060,1
1059,5
1053,0
1052,0
1051,0
1050,0
1049,0
1048,2
1047,4
1046,0
1045,6
1044,0
1043,0
1042,0
1041,0
1040,0
1039,0
1038,0
1037,4
1036,0
1032,0
1031,0
1030,4
1029,4
1028,0
1027,0
1026,0
1025,0
1024,0
1023,0
1022,0
1021,0
1020,0
1019,0
1018,0
1017,0
1016,0
1015,2
1009,0
1008,0
1007,0
1006,9
1005,0
1004,6
1003,0
1002,1
1001,0
1000,0
999,0
998,0
997,0
996,0
995,0
994,0
993,0
992,0
988,0
987,0
986,6
985,6
984,0
983,0
982,0
981,0
980,0
979,0
978,0
977,0
976,0
975,0
974,0
973,0
972,0
971,0
965,0
964,0
963,0
962,1
961,0
960,1
959,0
958,0
957,0
956,1
955,0
954,0
953,0
952,0
951,0
950,0
949,0
948,0
944,0
943,0
942,0
941,0
940,10
939,0
938,3
937,0
936,0
935,0
934,0
933,0
932,0
931,0
930,0
929,0
928,0
927,0
922,0
921,0
920,5
919,0
918,0
917,0
916,0
915,0
914,3
913,0
912,3
911,0
910,0
909,0
908,0
907,0
906,0
905,0
904,0
900,0
899,0
898,0
897,0
896,0
895,6
894,0
893,3
892,0
891,0
890,0
889,1
888,0
887,0
886,0
885,0
884,0
883,0
877,7
876,0
875,4
874,0
873,0
872,0
871,0
870,1
869,0
868,0
867,3
866,0
865,0
864,0
863,0
862,0
861,0
856,0
855,0
854,0
853,0
852,2
851,0
850,1
849,1
848,0
847,0
846,5
845,7
844,3
843,1
842,0
841,0
840,0
839,0
834,0
833,0
832,1
831,0
830,0
829,0
828,0
827,0
826,5
825,0
824,1
823,4
822,1
821,2
820,5
819,5
818,0
817,0
812,1
811,1
810,9
809,0
808,0
807,1
806,0
805,1
804,0
803,0
802,0
801,2
800,0
799,6
798,3
797,2
796,0
795,0
790,0
789,0
788,4
787,0
786,3
785,0
784,1
783,0
782,0
781,0
780,0
779,0
778,0
777,0
776,3
775,7
774,0
773,0
772,0
768,0
767,0
766,0
765,0
764,0
763,0
762,0
761,0
760,0
759,0
758,0
757,0
756,0
755,1
754,0
753,5
752,0
751,0
746,0
745,5
744,0
743,0
742,0
741,3
740,0
739,0
738,0
737,0
736,1
735,0
734,0
733,2
732,0
731,0
730,0
729,0
728,0
724,0
723,0
722,0
721,0
720,4
719,0
718,0
717,0
716,0
715,4
714,0
713,0
712,0
711,2
710,0
709,0
708,0
707,0
706,0
702,0
701,5
700,0
699,1
698,2
697,0
696,0
695,0
694,0
693,0
692,0
691,0
690,0
689,5
688,6
687,0
686,0
685,0
684,0
683,0
680,4
679,0
678,0
677,0
676,0
675,6
674,0
673,0
672,2
671,0
670,0
669,0
668,7
667,0
666,9
665,0
664,0
663,0
662,0
658,0
657,8
656,0
655,1
654,0
653,0
652,0
651,0
650,0
649,0
648,0
647,0
646,0
645,1
644,0
643,0
642,0
641,0
640,0
639,0
636,8
635,0
634,0
633,0
632,0
631,0
630,0
629,0
628,0
627,0
626,0
625,0
624,4
623,0
622,0
621,0
620,0
619,0
618,0
617,0
614,0
613,0
612,0
611,0
610,0
609,0
608,0
607,0
606,0
605,0
604,0
603,0
602,0
601,0
600,0
599,0
598,0
597,0
596,0
595,0
593,0
592,2
591,2
590,0
589,0
588,0
587,0
586,0
585,0
584,4
583,0
582,0
581,2
580,0
579,0
578,0
577,0
576,0
575,0
574,1
573,0
570,3
569,0
568,6
567,0
566,0
565,0
564,0
563,0
562,0
561,3
560,0
559,0
558,0
557,0
556,0
555,0
554,0
553,0
552,2
551,3
549,0
548,0
547,0
546,5
545,0
544,0
543,0
542,0
541,8
540,0
539,1
538,0
537,0
536,2
535,0
534,0
533,0
532,0
531,0
530,7
529,0
526,10
525,1
524,1
523,0
522,5
521,0
520,0
519,0
518,0
517,0
516,0
515,0
514,0
513,5
512,0
511,0
510,0
509,0
508,1
507,1
505,0
504,0
503,2
502,5
501,2
500,0
499,0
498,0
497,0
496,0
495,0
494,0
493,0
492,0
491,2
490,0
489,0
488,0
487,0
486,0
485,1
482,0
481,0
480,0
479,0
478,0
477,0
476,0
475,0
474,0
473,0
472,0
471,0
470,0
469,7
468,0
467,0
466,0
465,0
464,0
463,0
462,0
461,0
460,5
459,0
458,0
457,1
456,0
455,0
454,0
453,0
452,3
451,0
450,0
449,0
448,0
447,6
446,0
445,0
444,0
443,0
442,0
441,0
438,0
437,1
436,0
435,0
434,2
433,0
432,0
431,0
430,0
429,0
428,0
427,0
426,0
425,0
424,0
423,0
422,0
421,0
420,0
419,0
418,0
417,0
416,2
415,0
414,0
413,0
412,0
411,1
410,0
409,0
408,1
407,0
406,0
405,0
404,2
403,0
402,0
401,0
400,0
399,0
398,0
397,0
394,0
393,0
392,3
391,0
390,0
389,0
388,0
387,0
386,0
385,0
384,0
383,0
382,0
381,0
380,0
379,0
378,0
377,0
376,0
375,0
374,0
373,0
372,0
371,0
370,3
369,0
368,0
367,0
366,0
365,0
364,0
363,0
360,0
359,0
358,0
357,0
356,0
355,3
354,0
353,0
352,0
350,0
349,0
348,0
347,0
346,0
345,6
344,0
343,0
342,0
338,0
337,0
336,0
335,0
334,0
333,0
332,0
331,0
330,0
329,0
328,7
327,0
326,0
325,0
323,0
322,0
316,0
315,0
314,0
313,0
312,10
311,0
310,0
309,0
308,0
306,0
305,0
303,0
293,0
292,0
291,0
290,0
289,0
288,1
287,0
286,0
284,7
283,0
281,0
270,0
269,0
268,0
267,0
266,0
265,0
264,0
261,0
259,0
248,0
247,0
246,0
245,0
244,0
243,0
242,0
239,0
226,0
225,0
224,0
223,0
222,0
221,0
220,0
203,0
202,0
201,0
200,0
199,0
198,0
181,0
180,0
179,0
178,1
177,0
176,0
158,0
157,0
156,0
155,4
154,0
136,0
135,0
134,0
133,0
112,0
111,0
110,0
92,0
91,0
90,0
89,9
68,0
67,0
66,0
46,0
45,9
24,0
22,0
2,0
