"Conservation Feature","Feature Name","Target","Amount Held","Occurrence Target ","Occurrences Held","Separation Target ","Separation Achieved","Target Met","MPM"
24,,5615954115.427132,5615953892.900343,0,139,0,0,yes,1.000000
23,,469798696.622515,734783642.724610,0,30,0,0,yes,1.000000
22,,3384307306.297791,3461747244.711451,0,98,0,0,yes,1.000000
21,,442251180.267135,479643227.562960,0,14,0,0,yes,1.000000
20,,812126096.550814,1126511404.301240,0,67,0,0,yes,1.000000
19,,714455355.802341,752597594.011220,0,20,0,0,yes,1.000000
18,,5992419.187795,6889157.335940,0,12,0,0,yes,1.000000
17,,38223068.882032,158336260.094730,0,4,0,0,yes,1.000000
16,,5360396423.750958,5409083434.661103,0,134,0,0,yes,1.000000
15,,475740709.534277,502596585.408700,0,33,0,0,yes,1.000000
14,,117877661.072850,134002267.289050,0,14,0,0,yes,1.000000
13,,106269847.207610,110566475.461430,0,11,0,0,yes,1.000000
12,,108375713.653612,114865717.275380,0,14,0,0,yes,1.000000
11,,203099116.837551,204896003.429660,0,35,0,0,yes,1.000000
10,,110238644.596040,146851144.035650,0,19,0,0,yes,1.000000
9,,238284629.509380,252061534.898920,0,12,0,0,yes,1.000000
8,,257928662.232081,266897089.815940,0,36,0,0,yes,1.000000
7,,434248527.484422,444038445.342260,0,36,0,0,yes,1.000000
6,,468737987.304786,575667956.527360,0,35,0,0,yes,1.000000
5,,301455310.442283,313298167.348150,0,20,0,0,yes,1.000000
4,,107541997.643654,108620657.836920,0,12,0,0,yes,1.000000
3,,276535527.748922,276353641.472650,0,14,0,0,yes,0.999342
2,,192323344.329095,207992114.296370,0,28,0,0,yes,1.000000
1,,118118429.428616,185228457.967770,0,10,0,0,yes,1.000000
