"Conservation Feature","Feature Name","Target","Amount Held","Occurrence Target ","Occurrences Held","Separation Target ","Separation Achieved","Target Met","MPM"
24,,5615954115.427132,5627874339.319782,0,102,0,0,yes,1.000000
23,,469798696.622515,2007596267.936540,0,43,0,0,yes,1.000000
22,,3384307306.297791,3386268355.968729,0,71,0,0,yes,1.000000
21,,442251180.267135,450399261.702160,0,13,0,0,yes,1.000000
20,,812126096.550814,873650226.745600,0,40,0,0,yes,1.000000
19,,714455355.802341,719735768.817400,0,17,0,0,yes,1.000000
18,,5992419.187795,5830434.612300,0,5,0,0,yes,0.972968
17,,38223068.882032,62575309.403320,0,3,0,0,yes,1.000000
16,,5360396423.750958,5517259224.345630,0,98,0,0,yes,1.000000
15,,475740709.534277,487539821.067850,0,12,0,0,yes,1.000000
14,,117877661.072850,124216161.958990,0,8,0,0,yes,1.000000
13,,106269847.207610,114063232.581540,0,10,0,0,yes,1.000000
12,,108375713.653612,110678254.927250,0,10,0,0,yes,1.000000
11,,203099116.837551,303827679.894560,0,49,0,0,yes,1.000000
10,,110238644.596040,122481206.267570,0,14,0,0,yes,1.000000
9,,238284629.509380,254631006.907710,0,10,0,0,yes,1.000000
8,,257928662.232081,395355564.803240,0,49,0,0,yes,1.000000
7,,434248527.484422,459860993.695810,0,48,0,0,yes,1.000000
6,,468737987.304786,1381506264.726590,0,47,0,0,yes,1.000000
5,,301455310.442283,303297207.744130,0,14,0,0,yes,1.000000
4,,107541997.643654,121618786.381840,0,9,0,0,yes,1.000000
3,,276535527.748922,295465337.026850,0,12,0,0,yes,1.000000
2,,192323344.329095,210247189.899420,0,13,0,0,yes,1.000000
1,,118118429.428616,121371096.021000,0,9,0,0,yes,1.000000
