"Conservation Feature","Feature Name","Target","Amount Held","Occurrence Target ","Occurrences Held","Separation Target ","Separation Achieved","Target Met","MPM"
24,,5615954115.427132,5615993231.958958,0,125,0,0,yes,1.000000
23,,469798696.622515,810392266.662610,0,30,0,0,yes,1.000000
22,,3384307306.297791,3526811990.067899,0,90,0,0,yes,1.000000
21,,442251180.267135,461076086.830570,0,10,0,0,yes,1.000000
20,,812126096.550814,1197316667.701610,0,63,0,0,yes,1.000000
19,,714455355.802341,723005717.902360,0,16,0,0,yes,1.000000
18,,5992419.187795,31682483.647460,0,12,0,0,yes,1.000000
17,,38223068.882032,163202979.088380,0,5,0,0,yes,1.000000
16,,5360396423.750958,5447457949.711381,0,124,0,0,yes,1.000000
15,,475740709.534277,523453342.129910,0,32,0,0,yes,1.000000
14,,117877661.072850,140738262.049320,0,10,0,0,yes,1.000000
13,,106269847.207610,111569419.461900,0,10,0,0,yes,1.000000
12,,108375713.653612,118650148.967770,0,11,0,0,yes,1.000000
11,,203099116.837551,207612286.290540,0,36,0,0,yes,1.000000
10,,110238644.596040,112935504.893070,0,14,0,0,yes,1.000000
9,,238284629.509380,249250311.856450,0,14,0,0,yes,1.000000
8,,257928662.232081,265078576.527830,0,37,0,0,yes,1.000000
7,,434248527.484422,434868108.962390,0,36,0,0,yes,1.000000
6,,468737987.304786,469284004.227520,0,34,0,0,yes,1.000000
5,,301455310.442283,307415984.494630,0,14,0,0,yes,1.000000
4,,107541997.643654,114495129.840340,0,10,0,0,yes,1.000000
3,,276535527.748922,295549163.382340,0,12,0,0,yes,1.000000
2,,192323344.329095,220794221.149890,0,29,0,0,yes,1.000000
1,,118118429.428616,118980297.370110,0,10,0,0,yes,1.000000
