id,cost,status
677,21650635.09,2
678,16237976.32,0
679,21650635.09,0
680,16237976.32,0
683,528085.3628,0
684,21650635.09,0
685,32475952.64,0
686,16237976.32,0
687,16237976.32,0
688,21650635.09,2
689,21650635.09,2
690,21650635.09,0
691,16237976.32,0
692,16237976.32,0
693,16237976.32,0
694,16237976.32,0
695,16237976.32,0
696,16237976.32,0
697,16237976.32,0
698,16237976.32,2
699,16237976.32,2
700,16237976.32,0
701,16237976.32,0
702,9557984.111,0
706,7442672.926,0
707,32475952.64,0
708,16237976.32,0
709,21650635.09,0
710,32475952.64,0
711,21650635.09,2
712,32475952.64,2
713,21650635.09,2
714,21650635.09,0
715,21650635.09,0
716,16237976.32,0
717,21650635.09,0
718,16237976.32,0
719,21650635.09,0
720,16237976.32,0
721,21650635.09,2
722,16237976.32,0
723,21650635.09,0
724,16237976.32,0
728,14952338.16,0
729,21650635.09,0
730,32475952.64,0
731,32475952.64,2
732,32475952.64,2
733,21650635.09,2
734,21650635.09,0
735,32475952.64,0
736,21650635.09,0
737,21650635.09,0
738,16237976.32,0
739,21650635.09,0
740,16237976.32,0
741,21650635.09,0
742,16237976.32,0
743,21650635.09,0
744,16237976.32,0
745,21650635.09,0
746,18532923.76,0
751,16237976.32,0
752,32475952.64,0
753,32475952.64,0
754,64951905.28,2
755,16237976.32,2
756,21650635.09,2
757,32475952.64,2
758,32475952.64,0
759,21650635.09,0
760,16237976.32,0
761,16237976.32,0
762,16237976.32,0
763,16237976.32,0
764,16237976.32,0
765,16237976.32,0
766,16237976.32,0
767,16237976.32,0
768,16237976.32,0
772,7966966.809,0
773,32475952.64,0
774,64951905.28,0
775,64951905.28,2
776,64951905.28,2
777,32475952.64,2
778,32475952.64,2
779,64951905.28,2
780,64951905.28,0
781,64951905.28,0
782,32475952.64,0
783,32475952.64,0
784,32475952.64,0
785,32475952.64,0
786,32475952.64,0
787,32475952.64,0
788,32475952.64,0
789,32475952.64,0
790,12943304.27,0
795,20174702.37,0
796,64951905.28,0
797,64951905.28,0
798,64951905.28,2
799,16237976.32,2
800,21650635.09,2
801,32475952.64,2
802,32475952.64,0
803,64951905.28,0
804,32475952.64,0
805,16237976.32,0
806,16237976.32,0
807,16237976.32,0
808,16237976.32,0
