"Conservation Feature","Feature Name","Target","Amount Held","Occurrence Target ","Occurrences Held","Separation Target ","Separation Achieved","Target Met","MPM"
25,,0.000000,416243313.373530,0,12,0,0,,1.000000
24,,0.000000,3033584823.846180,0,66,0,0,,1.000000
23,,0.000000,659457437.582520,0,19,0,0,,1.000000
22,,0.000000,1650386489.944340,0,41,0,0,,1.000000
21,,0.000000,289291765.063970,0,8,0,0,,1.000000
20,,0.000000,361014339.507800,0,27,0,0,,1.000000
19,,0.000000,329232610.049320,0,10,0,0,,1.000000
18,,0.000000,64672.713870,0,1,0,0,,1.000000
17,,0.000000,113981363.396490,0,2,0,0,,1.000000
16,,0.000000,3391943846.693331,0,68,0,0,,1.000000
15,,0.000000,87397608.282240,0,12,0,0,,1.000000
14,,0.000000,17248296.875490,0,5,0,0,,1.000000
13,,0.000000,0.000000,0,0,0,0,,1.000000
12,,0.000000,110951720.895980,0,10,0,0,,1.000000
11,,0.000000,161103917.497560,0,33,0,0,,1.000000
10,,110332387.515864,113880753.733410,0,15,0,0,yes,1.000000
9,,238284629.509380,241149873.695810,0,10,0,0,yes,1.000000
8,,257928662.232081,258502929.563490,0,33,0,0,yes,1.000000
7,,434248527.484422,442217388.672830,0,33,0,0,yes,1.000000
6,,468737987.304786,470260125.250980,0,32,0,0,yes,1.000000
5,,301455310.442283,311005660.018550,0,15,0,0,yes,1.000000
4,,107541997.643654,107999357.272940,0,10,0,0,yes,1.000000
3,,276535527.748922,285415941.937030,0,11,0,0,yes,1.000000
2,,192323344.329095,192695480.212900,0,12,0,0,yes,1.000000
1,,118118429.428616,121294096.234860,0,6,0,0,yes,1.000000
