"Conservation Feature","Feature Name","Target","Amount Held","Occurrence Target ","Occurrences Held","Separation Target ","Separation Achieved","Target Met","MPM"
25,,0.000000,260107433.407710,0,5,0,0,,1.000000
24,,0.000000,2919964950.920391,0,55,0,0,,1.000000
23,,0.000000,761951571.491690,0,17,0,0,,1.000000
22,,0.000000,1635763629.696800,0,35,0,0,,1.000000
21,,0.000000,359594767.156730,0,8,0,0,,1.000000
20,,0.000000,154991874.635240,0,15,0,0,,1.000000
19,,0.000000,254468094.198730,0,8,0,0,,1.000000
18,,0.000000,0.000000,0,0,0,0,,1.000000
17,,0.000000,59994683.724120,0,2,0,0,,1.000000
16,,0.000000,2986031123.066370,0,55,0,0,,1.000000
15,,0.000000,55892138.402340,0,8,0,0,,1.000000
14,,0.000000,5664363.089360,0,3,0,0,,1.000000
13,,0.000000,1253572.772950,0,1,0,0,,1.000000
12,,0.000000,85111415.806150,0,11,0,0,,1.000000
11,,0.000000,140272504.919460,0,29,0,0,,1.000000
10,,110332387.515864,110511064.099130,0,15,0,0,yes,1.000000
9,,238284629.509380,239821529.218260,0,10,0,0,yes,1.000000
8,,257928662.232081,260905859.392560,0,29,0,0,yes,1.000000
7,,434248527.484422,434165280.528770,0,28,0,0,yes,0.999808
6,,468737987.304786,469194750.669420,0,27,0,0,yes,1.000000
5,,301455310.442283,302654482.926270,0,14,0,0,yes,1.000000
4,,107541997.643654,111685778.493170,0,7,0,0,yes,1.000000
3,,276535527.748922,282838934.302260,0,9,0,0,yes,1.000000
2,,192323344.329095,199351261.563960,0,8,0,0,yes,1.000000
1,,118118429.428616,121979493.726080,0,8,0,0,yes,1.000000
