"Conservation Feature","Feature Name","Target","Amount Held","Occurrence Target ","Occurrences Held","Separation Target ","Separation Achieved","Target Met","MPM"
25,,0.000000,412175644.682610,0,8,0,0,,1.000000
24,,0.000000,3083500930.888140,0,59,0,0,,1.000000
23,,0.000000,571809743.788080,0,13,0,0,,1.000000
22,,0.000000,1640363454.613750,0,36,0,0,,1.000000
21,,0.000000,446484083.543470,0,10,0,0,,1.000000
20,,0.000000,254958945.763650,0,19,0,0,,1.000000
19,,0.000000,306779494.474610,0,10,0,0,,1.000000
18,,0.000000,64672.713870,0,1,0,0,,1.000000
17,,0.000000,51610085.028810,0,2,0,0,,1.000000
16,,0.000000,3112495809.035600,0,59,0,0,,1.000000
15,,0.000000,100499533.716790,0,8,0,0,,1.000000
14,,0.000000,19445213.629880,0,5,0,0,,1.000000
13,,0.000000,0.000000,0,0,0,0,,1.000000
12,,0.000000,75649060.223620,0,9,0,0,,1.000000
11,,0.000000,127798129.931630,0,26,0,0,,1.000000
10,,110332387.515864,111729188.154790,0,15,0,0,yes,1.000000
9,,238284629.509380,249420434.454100,0,10,0,0,yes,1.000000
8,,257928662.232081,264710712.110350,0,26,0,0,yes,1.000000
7,,434248527.484422,433909289.770000,0,26,0,0,yes,0.999219
6,,468737987.304786,471429744.053710,0,26,0,0,yes,1.000000
5,,301455310.442283,304476257.095700,0,15,0,0,yes,1.000000
4,,107541997.643654,110578050.756840,0,8,0,0,yes,1.000000
3,,276535527.748922,282849370.394040,0,10,0,0,yes,1.000000
2,,192323344.329095,192839332.908710,0,8,0,0,yes,1.000000
1,,118118429.428616,127640285.481940,0,7,0,0,yes,1.000000
