"Conservation Feature","Feature Name","Target","Amount Held","Occurrence Target ","Occurrences Held","Separation Target ","Separation Achieved","Target Met","MPM"
25,,0.000000,404998598.691400,0,10,0,0,,1.000000
24,,0.000000,3112401057.795390,0,61,0,0,,1.000000
23,,0.000000,672497698.714340,0,16,0,0,,1.000000
22,,0.000000,1659969258.515130,0,40,0,0,,1.000000
21,,0.000000,270433268.146980,0,8,0,0,,1.000000
20,,0.000000,289001993.412590,0,21,0,0,,1.000000
19,,0.000000,439472043.060060,0,10,0,0,,1.000000
18,,0.000000,211227.317870,0,2,0,0,,1.000000
17,,0.000000,66556547.643070,0,2,0,0,,1.000000
16,,0.000000,3073228646.065380,0,62,0,0,,1.000000
15,,0.000000,67684606.430650,0,8,0,0,,1.000000
14,,0.000000,25246669.077150,0,5,0,0,,1.000000
13,,0.000000,4013289.287110,0,2,0,0,,1.000000
12,,0.000000,66534881.777340,0,8,0,0,,1.000000
11,,0.000000,123273687.174320,0,31,0,0,,1.000000
10,,110332387.515864,110895185.192870,0,13,0,0,yes,1.000000
9,,238284629.509380,237028648.472160,0,10,0,0,yes,0.994729
8,,257928662.232081,257935265.821770,0,31,0,0,yes,1.000000
7,,434248527.484422,454034289.166950,0,31,0,0,yes,1.000000
6,,468737987.304786,487293511.479990,0,29,0,0,yes,1.000000
5,,301455310.442283,316806755.104500,0,12,0,0,yes,1.000000
4,,107541997.643654,109885351.130870,0,9,0,0,yes,1.000000
3,,276535527.748922,284303022.813460,0,11,0,0,yes,1.000000
2,,192323344.329095,193401716.660650,0,8,0,0,yes,1.000000
1,,118118429.428616,138988020.309570,0,7,0,0,yes,1.000000
