id1,id2,boundary
365,409,5000.0
366,366,4375.0
366,387,5000.0
366,388,5000.0
366,410,5000.0
367,367,4383.0
367,388,5000.0
367,389,5000.0
367,411,5000.0
368,368,11086.0
368,389,5000.0
368,390,5000.0
368,412,5000.0
369,390,5000.0
369,391,5000.0
369,413,5000.0
370,391,5000.0
370,392,5000.0
370,414,5000.0
371,392,5000.0
371,393,5000.0
371,415,5000.0
372,393,5000.0
372,394,5000.0
372,416,5000.0
373,373,10043.0
373,394,5000.0
373,417,3351.0
374,374,12146.0
374,397,5000.0
374,418,1862.0
375,397,5000.0
375,398,5000.0
375,419,5000.0
376,398,5000.0
376,399,5000.0
376,420,5000.0
377,399,5000.0
377,400,5000.0
377,421,5000.0
378,400,5000.0
378,401,5000.0
378,422,5000.0
379,401,5000.0
379,402,5000.0
379,423,5000.0
380,402,5000.0
380,403,5000.0
380,424,5000.0
381,403,5000.0
381,404,5000.0
381,425,5000.0
382,382,10146.0
382,404,5000.0
382,405,4974.0
382,426,5000.0
383,383,9691.0
383,405,3622.0
383,406,1961.0
383,427,5000.0
384,384,7586.0
384,406,974.0
384,407,3209.0
384,428,5000.0
385,385,11897.0
385,407,1752.0
385,408,5000.0
385,429,5000.0
386,386,23754.0
386,408,5000.0
386,409,5000.0
386,430,5000.0
387,409,5000.0
387,410,5000.0
387,431,5000.0
388,410,5000.0
388,411,5000.0
388,432,5000.0
389,411,5000.0
389,412,5000.0
389,433,5000.0
390,412,5000.0
390,413,5000.0
390,434,5000.0
391,413,5000.0
391,414,5000.0
391,435,5000.0
392,414,5000.0
392,415,5000.0
392,436,5000.0
393,415,5000.0
393,416,5000.0
393,437,5000.0
394,416,5000.0
394,417,5000.0
394,438,5000.0
397,418,5000.0
397,419,5000.0
397,441,5000.0
398,419,5000.0
398,420,5000.0
398,442,5000.0
399,420,5000.0
399,421,5000.0
399,443,5000.0
400,421,5000.0
400,422,5000.0
400,444,5000.0
401,422,5000.0
401,423,5000.0
401,445,5000.0
402,423,5000.0
402,424,5000.0
402,446,5000.0
403,424,5000.0
403,425,5000.0
403,447,5000.0
404,425,5000.0
404,426,5000.0
404,448,5000.0
405,405,6719.0
405,426,5000.0
405,427,5000.0
405,449,5000.0
406,406,10892.0
406,427,5000.0
406,428,5000.0
406,450,5000.0
407,407,14232.0
407,428,5000.0
407,429,5000.0
407,451,5000.0
408,429,5000.0
408,430,5000.0
408,452,5000.0
409,430,5000.0
409,431,5000.0
409,453,5000.0
410,431,5000.0
410,432,5000.0
410,454,5000.0
411,432,5000.0
411,433,5000.0
411,455,5000.0
412,433,5000.0
412,434,5000.0
412,456,5000.0
413,434,5000.0
413,435,5000.0
413,457,5000.0
414,435,5000.0
414,436,5000.0
414,458,5000.0
415,436,5000.0
415,437,5000.0
415,459,5000.0
416,437,5000.0
416,438,5000.0
416,460,5000.0
417,417,15014.0
417,438,5000.0
417,461,2148.0
418,418,9384.0
418,441,3500.0
419,441,5000.0
419,442,5000.0
419,463,5000.0
420,442,5000.0
420,443,5000.0
420,464,5000.0
421,443,5000.0
421,444,5000.0
421,465,5000.0
422,444,5000.0
422,445,5000.0
422,466,5000.0
423,445,5000.0
423,446,5000.0
423,467,5000.0
424,446,5000.0
424,447,5000.0
424,468,5000.0
425,447,5000.0
425,448,5000.0
425,469,5000.0
426,448,5000.0
426,449,5000.0
426,470,5000.0
427,449,5000.0
427,450,5000.0
427,471,5000.0
428,450,5000.0
428,451,5000.0
428,472,5000.0
429,451,5000.0
429,452,5000.0
429,473,5000.0
430,452,5000.0
430,453,5000.0
430,474,5000.0
431,453,5000.0
431,454,5000.0
431,475,5000.0
432,454,5000.0
432,455,5000.0
432,476,5000.0
433,455,5000.0
433,456,5000.0
433,477,5000.0
434,456,5000.0
434,457,5000.0
434,478,5000.0
435,457,5000.0
435,458,5000.0
435,479,5000.0
436,458,5000.0
436,459,5000.0
436,480,5000.0
437,459,5000.0
437,460,5000.0
437,481,5000.0
438,460,5000.0
438,461,5000.0
438,482,5000.0
441,441,2402.0
441,462,3762.0
441,463,5000.0
441,485,5000.0
442,463,5000.0
442,464,5000.0
442,486,5000.0
443,464,5000.0
443,465,5000.0
443,487,5000.0
444,465,5000.0
444,466,5000.0
444,488,5000.0
445,466,5000.0
445,467,5000.0
445,489,5000.0
446,467,5000.0
446,468,5000.0
446,490,5000.0
447,468,5000.0
447,469,5000.0
447,491,5000.0
448,469,5000.0
448,470,5000.0
448,492,5000.0
449,470,5000.0
449,471,5000.0
449,493,5000.0
450,471,5000.0
450,472,5000.0
450,494,5000.0
451,472,5000.0
451,473,5000.0
451,495,5000.0
452,473,5000.0
452,474,5000.0
452,496,5000.0
453,474,5000.0
453,475,5000.0
453,497,5000.0
454,475,5000.0
454,476,5000.0
454,498,5000.0
455,476,5000.0
455,477,5000.0
455,499,5000.0
456,477,5000.0
456,478,5000.0
456,500,5000.0
457,478,5000.0
457,479,5000.0
457,501,5000.0
458,479,5000.0
458,480,5000.0
458,502,5000.0
459,480,5000.0
459,481,5000.0
459,503,5000.0
460,481,5000.0
460,482,5000.0
460,504,5000.0
461,461,8436.0
461,482,3606.0
462,462,12341.0
462,485,3179.0
463,485,5000.0
463,486,5000.0
463,507,5000.0
464,486,5000.0
464,487,5000.0
464,508,5000.0
465,487,5000.0
465,488,5000.0
465,509,5000.0
466,488,5000.0
466,489,5000.0
466,510,5000.0
467,489,5000.0
467,490,5000.0
467,511,5000.0
468,490,5000.0
468,491,5000.0
468,512,5000.0
469,491,5000.0
469,492,5000.0
469,513,5000.0
470,492,5000.0
470,493,5000.0
470,514,5000.0
471,493,5000.0
471,494,5000.0
471,515,5000.0
472,494,5000.0
472,495,5000.0
472,516,5000.0
473,495,5000.0
473,496,5000.0
473,517,5000.0
474,496,5000.0
474,497,5000.0
474,518,5000.0
475,497,5000.0
475,498,5000.0
475,519,5000.0
476,498,5000.0
476,499,5000.0
476,520,5000.0
477,499,5000.0
477,500,5000.0
477,521,5000.0
478,500,5000.0
478,501,5000.0
478,522,5000.0
479,501,5000.0
479,502,5000.0
479,523,5000.0
480,502,5000.0
480,503,5000.0
480,524,5000.0
481,503,5000.0
481,504,5000.0
481,525,5000.0
482,482,4897.0
482,504,5000.0
482,505,1173.0
482,526,5000.0
485,485,8903.0
485,507,5000.0
485,529,3967.0
486,507,5000.0
486,508,5000.0
486,530,5000.0
487,508,5000.0
487,509,5000.0
487,531,5000.0
488,509,5000.0
488,510,5000.0
488,532,5000.0
489,510,5000.0
489,511,5000.0
489,533,5000.0
490,511,5000.0
490,512,5000.0
490,534,5000.0
491,512,5000.0
491,513,5000.0
491,535,5000.0
492,513,5000.0
492,514,5000.0
492,536,5000.0
493,514,5000.0
493,515,5000.0
493,537,5000.0
494,515,5000.0
494,516,5000.0
494,538,5000.0
495,516,5000.0
495,517,5000.0
495,539,5000.0
496,517,5000.0
496,518,5000.0
496,540,5000.0
497,518,5000.0
497,519,5000.0
497,541,5000.0
498,519,5000.0
498,520,5000.0
498,542,5000.0
499,520,5000.0
499,521,5000.0
499,543,5000.0
500,521,5000.0
500,522,5000.0
500,544,5000.0
501,522,5000.0
501,523,5000.0
501,545,5000.0
502,523,5000.0
502,524,5000.0
502,546,5000.0
503,524,5000.0
503,525,5000.0
503,547,5000.0
504,525,5000.0
504,526,5000.0
504,548,5000.0
505,505,3607.0
505,526,2246.0
507,529,5000.0
507,530,5000.0
507,551,5000.0
508,530,5000.0
508,531,5000.0
508,552,5000.0
509,531,5000.0
509,532,5000.0
509,553,5000.0
510,532,5000.0
510,533,5000.0
510,554,5000.0
511,533,5000.0
511,534,5000.0
511,555,5000.0
512,534,5000.0
512,535,5000.0
512,556,5000.0
513,535,5000.0
513,536,5000.0
513,557,5000.0
514,536,5000.0
514,537,5000.0
514,558,5000.0
515,537,5000.0
515,538,5000.0
515,559,5000.0
516,538,5000.0
516,539,5000.0
516,560,5000.0
517,539,5000.0
517,540,5000.0
517,561,5000.0
518,540,5000.0
518,541,5000.0
518,562,5000.0
519,541,5000.0
519,542,5000.0
519,563,5000.0
520,542,5000.0
520,543,5000.0
520,564,5000.0
521,543,5000.0
521,544,5000.0
521,565,5000.0
522,544,5000.0
522,545,5000.0
522,566,5000.0
523,545,5000.0
523,546,5000.0
523,567,5000.0
524,546,5000.0
524,547,5000.0
524,568,5000.0
525,547,5000.0
525,548,5000.0
525,569,5000.0
526,526,7684.0
526,548,5000.0
526,549,1133.0
526,570,5000.0
529,529,9722.0
529,551,5000.0
529,573,312.0
530,551,5000.0
530,552,5000.0
530,574,5000.0
531,552,5000.0
531,553,5000.0
531,575,5000.0
532,553,5000.0
532,554,5000.0
532,576,5000.0
533,554,5000.0
533,555,5000.0
533,577,5000.0
534,555,5000.0
534,556,5000.0
534,578,5000.0
535,556,5000.0
535,557,5000.0
535,579,5000.0
536,557,5000.0
536,558,5000.0
536,580,5000.0
537,558,5000.0
537,559,5000.0
537,581,5000.0
538,559,5000.0
538,560,5000.0
538,582,5000.0
539,560,5000.0
539,561,5000.0
539,583,5000.0
540,561,5000.0
540,562,5000.0
540,584,5000.0
541,562,5000.0
541,563,5000.0
541,585,5000.0
542,563,5000.0
542,564,5000.0
542,586,5000.0
543,564,5000.0
543,565,5000.0
543,587,5000.0
544,565,5000.0
544,566,5000.0
544,588,5000.0
545,566,5000.0
545,567,5000.0
545,589,5000.0
546,567,5000.0
546,568,5000.0
546,590,5000.0
547,568,5000.0
547,569,5000.0
547,591,5000.0
548,569,5000.0
548,570,5000.0
548,592,5000.0
549,549,10840.0
549,570,5000.0
549,593,1657.0
551,573,5000.0
551,574,5000.0
551,595,5000.0
552,574,5000.0
552,575,5000.0
552,596,5000.0
553,575,5000.0
553,576,5000.0
553,597,5000.0
554,576,5000.0
554,577,5000.0
554,598,5000.0
555,577,5000.0
555,578,5000.0
555,599,5000.0
556,578,5000.0
556,579,5000.0
556,600,5000.0
557,579,5000.0
557,580,5000.0
557,601,5000.0
558,580,5000.0
558,581,5000.0
558,602,5000.0
559,581,5000.0
559,582,5000.0
559,603,5000.0
560,582,5000.0
560,583,5000.0
560,604,5000.0
561,583,5000.0
561,584,5000.0
561,605,5000.0
562,584,5000.0
562,585,5000.0
562,606,5000.0
563,585,5000.0
563,586,5000.0
563,607,5000.0
564,586,5000.0
564,587,5000.0
564,608,5000.0
565,587,5000.0
565,588,5000.0
565,609,5000.0
566,588,5000.0
566,589,5000.0
566,610,5000.0
567,589,5000.0
567,590,5000.0
567,611,5000.0
568,590,5000.0
568,591,5000.0
568,612,5000.0
569,591,5000.0
569,592,5000.0
569,613,5000.0
570,592,5000.0
570,593,5000.0
570,614,5000.0
573,573,16562.0
573,595,3046.0
574,595,5000.0
574,596,5000.0
574,618,5000.0
575,596,5000.0
575,597,5000.0
575,619,5000.0
576,597,5000.0
576,598,5000.0
576,620,5000.0
577,598,5000.0
577,599,5000.0
577,621,5000.0
578,599,5000.0
578,600,5000.0
578,622,5000.0
579,600,5000.0
579,601,5000.0
579,623,5000.0
580,601,5000.0
580,602,5000.0
580,624,5000.0
581,602,5000.0
581,603,5000.0
581,625,5000.0
582,603,5000.0
582,604,5000.0
582,626,5000.0
583,604,5000.0
583,605,5000.0
583,627,5000.0
584,605,5000.0
584,606,5000.0
584,628,5000.0
585,606,5000.0
585,607,5000.0
585,629,5000.0
586,607,5000.0
586,608,5000.0
586,630,5000.0
587,608,5000.0
587,609,5000.0
587,631,5000.0
588,609,5000.0
588,610,5000.0
588,632,5000.0
589,610,5000.0
589,611,5000.0
589,633,5000.0
590,611,5000.0
590,612,5000.0
590,634,5000.0
591,612,5000.0
591,613,5000.0
591,635,5000.0
592,613,5000.0
592,614,5000.0
592,636,5000.0
593,593,20065.0
593,614,3503.0
595,595,6591.0
595,617,2062.0
595,618,5000.0
595,639,5000.0
596,618,5000.0
596,619,5000.0
596,640,5000.0
597,619,5000.0
597,620,5000.0
597,641,5000.0
598,620,5000.0
598,621,5000.0
598,642,5000.0
599,621,5000.0
599,622,5000.0
599,643,5000.0
600,622,5000.0
600,623,5000.0
600,644,5000.0
601,623,5000.0
601,624,5000.0
601,645,5000.0
602,624,5000.0
602,625,5000.0
602,646,5000.0
603,625,5000.0
603,626,5000.0
603,647,5000.0
604,626,5000.0
604,627,5000.0
604,648,5000.0
605,627,5000.0
605,628,5000.0
605,649,5000.0
606,628,5000.0
606,629,5000.0
606,650,5000.0
607,629,5000.0
607,630,5000.0
607,651,5000.0
608,630,5000.0
608,631,5000.0
608,652,5000.0
609,631,5000.0
609,632,5000.0
609,653,5000.0
610,632,5000.0
610,633,5000.0
610,654,5000.0
611,633,5000.0
611,634,5000.0
611,655,5000.0
612,634,5000.0
612,635,5000.0
612,656,5000.0
613,635,5000.0
613,636,5000.0
613,657,5000.0
614,614,6544.0
614,636,5000.0
614,658,3780.0
617,617,4539.0
617,639,1988.0
618,639,5000.0
618,640,5000.0
618,662,5000.0
619,640,5000.0
619,641,5000.0
619,663,5000.0
620,641,5000.0
620,642,5000.0
620,664,5000.0
621,642,5000.0
621,643,5000.0
621,665,5000.0
622,643,5000.0
622,644,5000.0
622,666,5000.0
623,644,5000.0
623,645,5000.0
623,667,5000.0
624,645,5000.0
624,646,5000.0
624,668,5000.0
625,646,5000.0
625,647,5000.0
625,669,5000.0
626,647,5000.0
626,648,5000.0
626,670,5000.0
627,648,5000.0
627,649,5000.0
627,671,5000.0
628,649,5000.0
628,650,5000.0
628,672,5000.0
629,650,5000.0
629,651,5000.0
629,673,5000.0
630,651,5000.0
630,652,5000.0
630,674,5000.0
631,652,5000.0
631,653,5000.0
631,675,5000.0
632,653,5000.0
632,654,5000.0
632,676,5000.0
633,654,5000.0
633,655,5000.0
633,677,5000.0
634,655,5000.0
634,656,5000.0
634,678,5000.0
635,656,5000.0
635,657,5000.0
635,679,5000.0
636,657,5000.0
636,658,5000.0
636,680,5000.0
639,639,11344.0
639,662,4211.0
640,662,5000.0
640,663,5000.0
640,684,5000.0
641,663,5000.0
641,664,5000.0
641,685,5000.0
642,664,5000.0
642,665,5000.0
642,686,5000.0
643,665,5000.0
643,666,5000.0
643,687,5000.0
644,666,5000.0
644,667,5000.0
644,688,5000.0
645,667,5000.0
645,668,5000.0
645,689,5000.0
646,668,5000.0
646,669,5000.0
646,690,5000.0
647,669,5000.0
647,670,5000.0
647,691,5000.0
648,670,5000.0
648,671,5000.0
648,692,5000.0
649,671,5000.0
649,672,5000.0
649,693,5000.0
650,672,5000.0
650,673,5000.0
650,694,5000.0
651,673,5000.0
651,674,5000.0
651,695,5000.0
652,674,5000.0
652,675,5000.0
652,696,5000.0
653,675,5000.0
653,676,5000.0
653,697,5000.0
654,676,5000.0
654,677,5000.0
654,698,5000.0
655,677,5000.0
655,678,5000.0
655,699,5000.0
656,678,5000.0
656,679,5000.0
656,700,5000.0
657,679,5000.0
657,680,5000.0
657,701,5000.0
658,658,9572.0
658,680,5000.0
658,702,624.0
662,662,3078.0
662,683,3230.0
662,684,5000.0
662,706,5000.0
663,684,5000.0
663,685,5000.0
663,707,5000.0
664,685,5000.0
664,686,5000.0
664,708,5000.0
665,686,5000.0
665,687,5000.0
665,709,5000.0
666,687,5000.0
666,688,5000.0
666,710,5000.0
667,688,5000.0
667,689,5000.0
667,711,5000.0
668,689,5000.0
668,690,5000.0
668,712,5000.0
669,690,5000.0
669,691,5000.0
669,713,5000.0
670,691,5000.0
670,692,5000.0
670,714,5000.0
671,692,5000.0
671,693,5000.0
671,715,5000.0
672,693,5000.0
672,694,5000.0
672,716,5000.0
673,694,5000.0
673,695,5000.0
673,717,5000.0
674,695,5000.0
674,696,5000.0
674,718,5000.0
675,696,5000.0
675,697,5000.0
675,719,5000.0
676,697,5000.0
676,698,5000.0
676,720,5000.0
677,698,5000.0
677,699,5000.0
677,721,5000.0
678,699,5000.0
678,700,5000.0
678,722,5000.0
679,700,5000.0
679,701,5000.0
679,723,5000.0
680,701,5000.0
680,702,5000.0
680,724,5000.0
683,683,8984.0
683,706,468.0
684,706,5000.0
684,707,5000.0
684,728,5000.0
685,707,5000.0
685,708,5000.0
685,729,5000.0
686,708,5000.0
686,709,5000.0
686,730,5000.0
687,709,5000.0
687,710,5000.0
687,731,5000.0
688,710,5000.0
688,711,5000.0
688,732,5000.0
689,711,5000.0
689,712,5000.0
689,733,5000.0
690,712,5000.0
690,713,5000.0
690,734,5000.0
691,713,5000.0
691,714,5000.0
691,735,5000.0
692,714,5000.0
692,715,5000.0
692,736,5000.0
693,715,5000.0
693,716,5000.0
693,737,5000.0
694,716,5000.0
694,717,5000.0
694,738,5000.0
695,717,5000.0
695,718,5000.0
695,739,5000.0
696,718,5000.0
696,719,5000.0
696,740,5000.0
697,719,5000.0
697,720,5000.0
697,741,5000.0
698,720,5000.0
698,721,5000.0
698,742,5000.0
699,721,5000.0
699,722,5000.0
699,743,5000.0
700,722,5000.0
700,723,5000.0
700,744,5000.0
701,723,5000.0
701,724,5000.0
701,745,5000.0
702,702,9770.0
702,724,5000.0
702,746,1373.0
706,706,11348.0
706,728,4190.0
707,728,5000.0
707,729,5000.0
707,751,5000.0
708,729,5000.0
708,730,5000.0
708,752,5000.0
709,730,5000.0
709,731,5000.0
709,753,5000.0
710,731,5000.0
710,732,5000.0
710,754,5000.0
711,732,5000.0
711,733,5000.0
711,755,5000.0
712,733,5000.0
712,734,5000.0
712,756,5000.0
713,734,5000.0
713,735,5000.0
713,757,5000.0
714,735,5000.0
714,736,5000.0
714,758,5000.0
715,736,5000.0
715,737,5000.0
715,759,5000.0
716,737,5000.0
716,738,5000.0
716,760,5000.0
717,738,5000.0
717,739,5000.0
717,761,5000.0
718,739,5000.0
718,740,5000.0
718,762,5000.0
719,740,5000.0
719,741,5000.0
719,763,5000.0
720,741,5000.0
720,742,5000.0
720,764,5000.0
721,742,5000.0
721,743,5000.0
721,765,5000.0
722,743,5000.0
722,744,5000.0
722,766,5000.0
723,744,5000.0
723,745,5000.0
723,767,5000.0
724,745,5000.0
724,746,5000.0
724,768,5000.0
728,728,7716.0
728,751,5000.0
728,772,3469.0
729,751,5000.0
729,752,5000.0
729,773,5000.0
730,752,5000.0
730,753,5000.0
730,774,5000.0
731,753,5000.0
731,754,5000.0
731,775,5000.0
732,754,5000.0
732,755,5000.0
732,776,5000.0
733,755,5000.0
733,756,5000.0
733,777,5000.0
734,756,5000.0
734,757,5000.0
734,778,5000.0
735,757,5000.0
735,758,5000.0
735,779,5000.0
736,758,5000.0
736,759,5000.0
736,780,5000.0
737,759,5000.0
737,760,5000.0
737,781,5000.0
738,760,5000.0
738,761,5000.0
738,782,5000.0
739,761,5000.0
739,762,5000.0
739,783,5000.0
740,762,5000.0
740,763,5000.0
740,784,5000.0
741,763,5000.0
741,764,5000.0
741,785,5000.0
742,764,5000.0
742,765,5000.0
742,786,5000.0
743,765,5000.0
743,766,5000.0
743,787,5000.0
744,766,5000.0
744,767,5000.0
744,788,5000.0
745,767,5000.0
745,768,5000.0
745,789,5000.0
746,746,11584.0
746,768,5000.0
746,790,2598.0
751,772,5000.0
751,773,5000.0
751,795,5000.0
752,773,5000.0
752,774,5000.0
752,796,5000.0
753,774,5000.0
753,775,5000.0
753,797,5000.0
754,775,5000.0
754,776,5000.0
754,798,5000.0
755,776,5000.0
755,777,5000.0
755,799,5000.0
756,777,5000.0
756,778,5000.0
756,800,5000.0
757,778,5000.0
757,779,5000.0
757,801,5000.0
758,779,5000.0
758,780,5000.0
758,802,5000.0
759,780,5000.0
759,781,5000.0
759,803,5000.0
760,781,5000.0
760,782,5000.0
760,804,5000.0
761,782,5000.0
761,783,5000.0
761,805,5000.0
762,783,5000.0
762,784,5000.0
762,806,5000.0
763,784,5000.0
763,785,5000.0
763,807,5000.0
764,785,5000.0
764,786,5000.0
764,808,5000.0
765,786,5000.0
765,787,5000.0
765,809,5000.0
766,787,5000.0
766,788,5000.0
766,810,5000.0
767,788,5000.0
767,789,5000.0
767,811,5000.0
768,789,5000.0
768,790,5000.0
768,812,5000.0
772,772,9483.0
772,795,3433.0
773,795,5000.0
773,796,5000.0
773,817,5000.0
774,796,5000.0
774,797,5000.0
774,818,5000.0
775,797,5000.0
775,798,5000.0
775,819,5000.0
776,798,5000.0
776,799,5000.0
776,820,5000.0
777,799,5000.0
777,800,5000.0
777,821,5000.0
778,800,5000.0
778,801,5000.0
778,822,5000.0
779,801,5000.0
779,802,5000.0
779,823,5000.0
780,802,5000.0
780,803,5000.0
780,824,5000.0
781,803,5000.0
781,804,5000.0
781,825,5000.0
782,804,5000.0
782,805,5000.0
782,826,5000.0
783,805,5000.0
783,806,5000.0
783,827,5000.0
784,806,5000.0
784,807,5000.0
784,828,5000.0
785,807,5000.0
785,808,5000.0
785,829,5000.0
786,808,5000.0
786,809,5000.0
786,830,5000.0
787,809,5000.0
787,810,5000.0
787,831,5000.0
788,810,5000.0
788,811,5000.0
788,832,5000.0
789,811,5000.0
789,812,5000.0
789,833,5000.0
