id,cost,status
2,4928358.231,0
22,165506.4536,0
24,1542154.319,0
45,27067485.95,0
46,37345915.25,0
66,11581332.87,0
67,17283177.25,0
68,31603186.45,0
89,60528550.79,0
90,40839571.96,0
91,1562981.057,0
92,6821065.87,0
110,7724705.777,0
111,64856717.87,0
112,37722929.79,0
133,64136970.5,0
134,64951905.28,0
135,25987180.51,0
136,19439380.74,0
154,19247276.69,0
155,64951905.28,0
156,64951905.28,0
157,58983996.37,0
158,4639577.258,0
176,6917220.151,0
177,64951905.28,0
178,64951905.28,0
179,64951905.28,0
180,62872494.46,0
181,19364149.22,0
198,64929004.91,0
199,64951905.28,0
200,64951905.28,0
201,64951905.28,0
202,64951905.28,0
203,16246247.71,0
220,16883130.9,0
221,64951905.28,0
222,64951905.28,0
223,64951905.28,0
224,64951905.28,0
225,64951905.28,0
226,15504689.86,0
239,3056.674316,0
242,64209042.54,0
243,64951905.28,0
244,64951905.28,0
245,64951905.28,0
246,64951905.28,0
247,64951905.28,0
248,15161480.03,0
259,3035822.919,0
261,25588301.79,0
264,466412.1094,0
265,64951905.28,0
266,64951905.28,0
267,64951905.28,0
268,64951905.28,0
269,64951905.28,0
270,64951905.28,0
281,1072475.819,0
283,10620665.6,0
284,23280402.56,0
286,57830192.74,0
287,64951905.28,0
288,64951905.28,0
289,64951905.28,0
290,64951905.28,0
291,64951905.28,0
292,58658837.77,0
293,1061544.744,0
303,46386666.93,0
305,64951905.28,0
306,5249084.376,0
308,879744.2671,0
309,64951905.28,0
310,64951905.28,0
311,64951905.28,0
312,64951905.28,0
313,64951905.28,0
314,64951905.28,0
315,54390101.81,0
316,1727559.353,0
322,1060360.951,0
323,6482818.243,0
325,42454781.77,0
326,49282469.59,0
327,56482784.84,0
328,63873166.13,0
329,59704.29932,0
330,55810768.85,0
331,64951905.28,0
332,64951905.28,0
333,64951905.28,0
334,64951905.28,0
335,64951905.28,0
336,64951905.28,0
337,58285266.07,0
338,306604.8647,0
342,2357226.516,0
343,29488034.95,0
344,11622125.47,0
345,42074597.05,0
346,18624565.02,0
347,64951905.28,0
348,61332096.45,0
349,64951905.28,0
350,59133640.06,0
352,725492.7686,0
353,64951905.28,0
354,64951905.28,0
355,64951905.28,0
356,64951905.28,0
357,64951905.28,0
358,64951905.28,0
359,64951905.28,0
360,58353011.03,0
363,76452.14746,0
364,16044346.22,0
365,51364998.8,0
366,62642098.79,0
367,61079924.01,0
368,34087986.41,0
369,64951905.28,0
370,64951905.28,0
371,64951905.28,0
372,64951905.28,0
373,23786963.85,0
374,45052406.22,0
375,64951905.28,0
376,64951905.28,0
377,64951905.28,0
378,64951905.28,0
379,64951905.28,0
380,64951905.28,0
381,64951905.28,0
382,56447739.73,0
383,17041246.84,0
384,7294204.628,0
385,29823250.81,0
386,49375340.55,0
387,64951905.28,0
388,64951905.28,0
389,64951905.28,0
390,64951905.28,0
391,64951905.28,0
392,64951905.28,0
393,64951905.28,0
394,64951905.28,0
397,64951905.28,0
398,64951905.28,0
399,64951905.28,0
400,64951905.28,0
401,64951905.28,0
402,64951905.28,0
403,64951905.28,0
404,64951905.28,0
405,61376166.49,0
406,39621859.59,0
407,46830993.2,0
408,64951905.28,0
409,64951905.28,0
410,64951905.28,0
411,64951905.28,0
412,64951905.28,0
413,64951905.28,0
414,64951905.28,0
415,64951905.28,0
416,64951905.28,0
417,46609013.76,0
418,14880861.29,0
419,64951905.28,0
420,64951905.28,0
421,64951905.28,0
422,64951905.28,0
423,64951905.28,0
424,64951905.28,0
425,64951905.28,0
426,64951905.28,0
427,64951905.28,0
428,64951905.28,0
429,64951905.28,0
430,64951905.29,0
431,64951905.28,0
432,64951905.28,0
433,64951905.28,0
434,64951905.28,0
435,64951905.28,0
436,64951905.28,0
437,64951905.28,0
438,64951905.28,0
441,63925810.36,0
442,64951905.28,0
443,64951905.28,0
444,64951905.28,0
445,64951905.28,0
446,64951905.28,0
447,64951905.28,0
448,64951905.28,0
449,64951905.28,0
450,64951905.28,0
451,64951905.28,0
452,64951905.28,0
453,64951905.28,0
454,64951905.28,0
455,64951905.28,0
456,64951905.28,0
457,64951905.28,0
458,64951905.28,0
459,64951905.28,0
460,64951905.28,0
461,17296452.17,0
462,12984132.03,0
463,64951905.28,0
464,64951905.28,0
465,64951905.28,0
466,64951905.28,0
467,64951905.28,0
468,64951905.28,0
469,64951905.28,0
470,64951905.28,0
471,64951905.28,0
472,64951905.28,0
473,64951905.28,0
474,64951905.28,0
475,64951905.28,0
476,64951905.28,0
477,64951905.28,0
478,64951905.28,0
479,64951905.28,0
480,64951905.28,0
481,64951905.28,0
482,61556991.15,0
