id,cost1,cost2
1437,324759.5264,15034.7998047
1438,324759.5264,18677.0996094
1439,324759.5264,12642.5
1440,324759.5264,32103.5996094
1441,324759.5264,88871
1442,324759.5264,49749.6992188
1443,308586.4948,113884
1444,58826.99635,44405.5
1445,47763.12813,19431.9003906
1446,50609.6913,295051
1447,163756.3704,13390.9003906
1457,124527.281,2338.8000488
1458,216506.3509,3445.4299316
1459,216506.3509,6543.8500977
1460,216506.3509,12060.7998047
1461,216506.3509,7461.3901367
1462,324759.5264,21108.1992188
1463,162379.7632,13842.7001953
1464,162379.7632,80964.796875
1465,162379.7632,31211
1466,28698.33639,48695.1015625
1467,87123.30357,56319.3984375
1468,49405.34652,58665.3007813
1469,162073.0118,234991
1479,216506.3509,2666.2600098
1480,162379.7632,4178.25
1481,324759.5264,7274.9702148
1482,216506.3509,7475.3500977
1483,324759.5264,9346.9003906
1484,216506.3509,86151.6015625
1485,216506.3509,20444.8007813
1486,162379.7632,38930.3007813
1487,67285.03348,56695
1488,22988.52963,224841
1489,155398.2245,28709.5
1490,17130.93036,41904.8007813
1491,29129.02026,24176
1501,47597.47143,2303.7099609
1502,160650.8261,3150.2700195
1503,649519.0528,4697.2099609
1504,649519.0528,5916.5297852
1505,649519.0528,5761.8100586
1506,649519.0528,42446.1015625
1507,216506.351,279876
1508,118080.7068,108427
1509,159416.6924,120501
1510,63147.94716,110201
1512,112137.0927,142377
1513,245894.9195,41199.6015625
1523,105212.5114,2400.8200684
1524,216506.3509,3395.1599121
1525,649519.0528,4547.0898438
1526,649519.0528,4609.8198242
1527,649519.0528,9302.75
1528,216506.3509,20944
1529,89702.41287,242181
1530,154117.3506,185058
1531,37698.41743,2051250
1533,40221.95357,20333.4003906
1534,154464.7327,39800.6015625
1535,5050.499084,21069.3007813
1545,3775.197594,2174.0300293
1546,66820.48688,2751.5200195
1547,649519.0528,3485.9099121
1548,649519.0528,3915.2199707
1549,649519.0528,5160.1699219
1550,649519.0528,11188.4003906
1551,216506.3509,930282
1552,60420.76745,136489
1553,267602.0991,38008.1992188
1554,57920.13124,826025
1556,153101.7864,41908.1992188
1557,288963.1862,711337
1567,10787.96378,2180.9099121
1568,324759.5264,2760.5500488
1569,649519.0528,3285.0300293
1570,649519.0528,3567.8898926
1571,649519.0528,6144.2597656
1572,216506.3509,16914.5996094
1573,162379.7632,37706.1015625
1574,115063.7729,243237
1575,12089.05062,46673.1015625
1577,24110.55969,13731.9003906
1578,33235.79458,37157.1015625
1579,12348.5896,64787.8984375
1590,114604.5883,2304.6101074
1591,649519.0528,2729.1000977
1592,649519.0528,2924.7199707
1593,649519.0528,4082.8601074
1594,649519.0528,7019.0800781
1595,324759.5264,38061.3007813
1596,213495.5912,38058.1015625
1597,97694.67434,115814
1598,91756.77585,67752.5
1600,106596.5932,13239.0996094
1601,233931.6349,21726.8007813
1611,162.0254248,2032.5200195
1612,162379.7632,2289.9799805
1613,324759.5264,2566.3400879
1614,649519.0528,3036.0400391
1615,649519.0528,4381.3901367
1616,216506.3509,12081.7001953
1617,120913.7862,1404690
1618,2452.305054,19225.4003906
1619,13768.23575,1504120
1623,5198.989636,11222.2001953
1634,95737.77221,2034.3399658
1635,324759.5264,2229.1899414
1636,324759.5264,2411.2900391
1637,649519.0528,3379.9899902
1638,649519.0528,6794.3798828
1639,216506.3509,223901
1640,32714.81897,18011.6992188
1641,157702.8861,58326.8984375
1656,87661.6185,1946.8199463
1657,271310.7001,2125.5400391
1658,216506.351,2814.8200684
1659,324759.5264,4653.7299805
1660,216506.3509,14144.5996094
1661,78388.05119,81786
1662,20390.40991,82363.203125
1663,108951.3239,173723
1678,49154.77812,1757.3599854
1679,61518.22895,1959.9000244
1680,110409.7235,2427.7299805
1681,294591.9837,3688.8000488
1682,649519.0528,7705.3398438
1683,216506.3509,349978
1684,39507.796,17871.9003906
1685,121339.6436,3124660
1700,37918.58354,1766.5600586
1701,34983.6284,2125.6699219
1702,108196.7055,2986.3200684
1703,126012.2453,5410.9799805
1704,162379.7632,22436.4003906
1705,76557.7438,17722.4003906
1706,45129.0641,114606
1707,34514.62853,75234.703125
1725,1595.576252,4703.6098633
1726,216506.3509,9952.7597656
1727,83424.86792,54892.3007813
1729,32305.22673,20787.4003906
1747,148729.7294,6725.0600586
1748,265826.7548,58559.6992188
1770,43910.42383,9389.75
1771,38726.44341,27418.4003906
1792,1159.972674,17708.3007813
