marxan amounts,28,29,12,13,15,16,17,18,19,20,23,22,24,26,27,36,31,30,32,14,33,25,21,35
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4811616.78711,0,163530.06738,0,3341167.41699,0,0,4928358.23047,4818850.87598
22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26055.23486,0,0,0,165506.45361,0,73.09375,90.9624,142358.55371
24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1423787.23926,0,96954.90967,0,602284.02148,0,0,1542154.32031,1466613.62061
45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26783672.54785,0,410677.68945,0,27067485.95459,0,26965372.63428,27067485.95801,26890994.50195
46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37158924.98682,0,380067.83252,0,35833955.4458,0,0,37345915.25781,37227712.35938
66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11404218.43359,0,0,0,8993171.04443,0,11561000.17236,11545788.66943,11420405.97266
67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17078435.70215,0,332912.86572,0,17283177.24658,0,12963610.96436,17283177.24756,17061851.8335
68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31419441.08203,0,254778.92139,0,27619954.0752,0,0,31603186.44629,31171820.05225
89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60508206.99072,0,175459.18799,0,56884365.31299,0,60484363.65918,60449193.21924,60435195.72803
90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40746124.6582,0,304906.07324,0,40748626.04443,0,0,40261291.17285,40408576.24316
91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1521247.61328,0,1126.38037,0,402714.26172,0,0,1562981.05908,1448094.53027
92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6702441.99561,0,39687.43018,0,0,0,6609417.68408,6821065.86621,6715661.33594
110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7565579.25537,0,0,0,7492651.20605,0,7701481.4082,7482156.22705,7567423.30518
111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64851224.12939,0,31585.26904,0,64274365.17969,0,49749301.79395,21414316.60205,64798046.30127
112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37302343.72803,0,1447396.58594,0,35454315.95361,0,17797005.32031,24430336.51562,36973370.33008
133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64107634.28662,0,0,0,59401829.25146,0,63649476.83545,52458189.01465,64101189.55518
134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64951905.28369,0,0,0,51226890.06201,0,18805979.62109,1486733.40039,64951905.28369
135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25599446.79053,0,685524.53076,0,23005050.55029,0,25823308.57031,19860886.47852,25447934.77979
136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18937647.58398,0,329013.27637,0,9524414.96924,1496398.93555,19259830.19971,19439380.73828,18753039.85303
154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19154886.23535,0,0,0,14431889.86035,0,2249302.2915,18982240.99854,19149441.76855
155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64951905.28369,0,0,0,26298050.41748,0,64948350.4751,0,64951905.28369
156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64951905.28369,0,0,0,39570758.38037,0,64951905.28369,4557750.12256,64951905.28369
157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58952037.36426,0,124468.24658,0,54065844.34473,0,58946864.38086,19301594.17139,58866446.69238
158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4541509.38379,0,0,0,4622947.46045,4639577.2583,4613529.35986,4639577.25928,4636476.94727
176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6787091.41504,0,0,0,1787028.18262,0,0,6812923.8999,6866901.82373
177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64951905.28418,0,0,0,17935964.34277,0,10731807.95459,17300400.71924,64951905.28418
178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64951905.28369,0,0,0,16345323.1123,0,61451629.75195,0,64951905.28369
179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64951905.28418,0,0,0,54546339.51367,0,64951905.28418,118236.06494,64951844.81299
180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62858982.21436,0,0,0,47764745.28467,30030091.24414,62848464.44531,18728188.5542,62290359.15088
181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19274703.45117,0,0,0,16790223.75781,3433094.59619,19315509.73193,15676619.55957,18856367.81494
198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64926093.6748,0,0,0,456914.30957,0,0,44856545.37451,64928936.19141
199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64951905.28418,0,0,0,38184849.13623,0,56492172.56738,0,64951905.28418
200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64951905.28369,0,0,0,24353467.73486,0,52183784.86963,0,64951905.28369
201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64951905.28369,0,0,0,13964111.20312,204809.20068,64951905.28369,0,64951905.28369
202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64951905.28369,0,0,0,15438495.08154,47357527.3501,64951905.28369,10485455.86768,64944779.37842
203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16190939.69336,0,0,0,4033584.36768,0,16172058.0708,0,16080722.51611
220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16743449.75781,0,0,0,2429960.13916,0,0,16793881.70166,16829259.58203
221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64951905.28369,0,0,0,4575315.47168,0,8372214.16699,0,64951905.28369
222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64951905.28369,0,0,0,24058597.25684,0,28449687.31934,0,64951905.28369
223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64951905.2832,0,0,0,8132211.65234,0,64169563.28223,0,64951905.2832
224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64951905.2832,0,0,0,0,5469575.45947,64951905.2832,0,64951905.2832
225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64951905.2832,0,0,0,3108122.7168,1607327.44092,64951905.2832,314810.11572,64951905.2832
226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15426108.28125,0,0,0,1383273.49316,0,15466523.28076,0,15471352.06934
239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3056.67432,0,3056.67432,0,0,0,2993.86133
242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64190901.07666,0,0,0,25409669.76221,0,641383.35156,41604408.67041,63333612.29395
243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64951905.28369,0,0,0,31290798.40527,0,42266140.67578,0,64951905.28369
244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64951905.28369,0,0,0,13724046.79541,0,16053018.45557,0,64951905.28369
245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64951905.28369,0,0,0,0,0,64944826.34473,0,64951905.28369
246,0,0,0,0,0,0,0,0,9683800.02344,0,0,0,0,0,0,64951905.28418,0,0,0,0,0,64951905.28418,0,64951905.28418
247,0,0,0,0,0,0,0,0,3100850.18457,0,0,0,0,0,0,64951905.28369,0,0,0,1095583.51562,0,64951905.28369,0,64951905.28369
248,0,0,0,0,0,0,0,0,236446.46387,0,0,0,0,0,0,15096827.78027,0,0,0,5648950.7124,0,15104610.10254,0,14601475.95117
259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54216.07812,0,0,0,3035822.91943,0,474732.34424,0,2340517.09229
261,0,0,0,0,0,0,0,0,0,0,0,0,0,3451460.02051,0,25372296.50586,0,25371381.92725,0,25588301.78613,0,0,0,25375041.08398
264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,448744.98193,0,0,0,161701.62646,0,0,445519.72803,388404.04688
265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64951905.28369,0,0,0,26565097.00635,0,7086926.17334,0,64951905.28369
266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64951905.28369,0,0,0,36912830.58545,0,1824061.64648,0,64951905.28369
267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64951905.28418,0,0,0,0,0,46811852.06055,0,64951905.28418
268,0,0,0,0,0,0,0,0,15599369.22754,0,0,0,0,0,0,64951905.28418,0,0,0,0,0,64951905.28418,0,64951905.28418
269,0,0,0,0,0,0,0,0,16640123.4458,0,0,0,0,0,0,64951905.28418,0,0,0,0,0,64887199.24023,0,64951905.28418
270,0,0,0,0,0,0,0,0,16946898.43652,0,0,0,0,0,0,64951905.28418,0,0,0,28767287.21924,0,64951905.28418,0,64951905.28418
281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,662926.69775,0,0,0,1072475.81885,0,1057556.76025,0,1041078.34082
283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10545101.42725,0,691740.4668,0,10620665.59717,0,0,0,10610464.00879
284,0,0,0,0,0,0,0,0,0,0,0,0,0,248292.56836,0,23247540.32031,0,1940288.38623,0,23280402.56055,0,0,0,22886485.65234
286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57746697.20703,0,0,0,25547293.01367,0,0,46227321.76465,57791217.06592
287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64951905.28369,0,0,0,6610.47754,0,0,0,64951905.28369
288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64951905.28418,0,0,0,0,0,57570487.3457,0,64951905.28418
289,0,0,0,0,0,0,0,0,10847357.21338,0,0,0,0,0,0,64951905.28418,0,0,0,0,0,64951905.28418,0,48238419.28906
290,0,0,0,0,0,0,0,0,21876669.27979,0,0,0,0,0,0,64951905.28369,0,0,0,0,0,64951905.28369,0,64765422.37598
291,0,0,0,0,0,0,0,0,29535139.33301,0,0,0,0,0,0,64951905.28369,0,0,0,0,0,60621797.26904,0,64951905.28369
292,0,0,0,0,0,0,0,0,10600757.01855,0,0,0,0,0,0,58611639.02979,0,0,0,21480958.44385,0,58617723.60645,0,58510107.28223
293,0,0,0,0,0,0,0,0,9967.27539,0,0,0,0,0,0,1035391.40869,0,0,0,253276.47266,0,1045834.35205,0,1055807.04297
303,0,0,0,0,0,0,0,0,0,0,0,0,0,4133577.16504,0,42314577.77979,0,0,0,46386666.93262,0,10697931.81494,0,46376284.52344
305,0,0,0,0,0,0,0,0,0,0,0,0,0,1391285.62402,0,64951905.28418,0,2238100.19678,0,64951905.28418,0,2539112.23975,0,64951905.28418
306,0,0,0,0,0,0,0,0,0,0,0,0,0,340148.83301,0,5195910.99658,0,1178088.67871,0,5249084.37598,0,0,0,4155353.69434
308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,838798.12061,0,0,0,580241.70654,0,0,868189.11084,879002.72656
309,0,0,0,0,0,1783526.04053,536038.38623,1293174.71582,0,0,1959956.54102,0,0,0,0,64951905.28418,0,0,0,0,0,0,0,64951905.28418
310,0,0,0,0,0,0,17211094.94336,2300867.93896,0,0,10000.00098,0,0,0,0,64951905.28369,0,0,0,3050577.70605,0,22745892.98779,0,64951905.28369
