"Conservation Feature","Feature Name","Target","Amount Held","Occurrence Target ","Occurrences Held","Separation Target ","Separation Achieved","Target Met","MPM"
25,,0.000000,390770809.265130,0,8,0,0,,1.000000
24,,0.000000,3168721830.213371,0,64,0,0,,1.000000
23,,0.000000,800673338.390150,0,22,0,0,,1.000000
22,,0.000000,1612169158.423840,0,39,0,0,,1.000000
21,,0.000000,270936744.763180,0,8,0,0,,1.000000
20,,0.000000,270426112.419410,0,26,0,0,,1.000000
19,,0.000000,357047435.798330,0,13,0,0,,1.000000
18,,0.000000,0.000000,0,0,0,0,,1.000000
17,,0.000000,2580625.679200,0,1,0,0,,1.000000
16,,0.000000,3107507316.968220,0,64,0,0,,1.000000
15,,0.000000,86977315.773930,0,10,0,0,,1.000000
14,,0.000000,34695980.020990,0,4,0,0,,1.000000
13,,0.000000,0.000000,0,0,0,0,,1.000000
12,,0.000000,36859288.165530,0,8,0,0,,1.000000
11,,0.000000,134223836.192880,0,32,0,0,,1.000000
10,,110332387.515864,110842813.287590,0,14,0,0,yes,1.000000
9,,238284629.509380,243908890.307610,0,10,0,0,yes,1.000000
8,,257928662.232081,270612334.268090,0,31,0,0,yes,1.000000
7,,434248527.484422,434470217.179210,0,30,0,0,yes,1.000000
6,,468737987.304786,468749130.543440,0,31,0,0,yes,1.000000
5,,301455310.442283,315394038.530760,0,14,0,0,yes,1.000000
4,,107541997.643654,108421624.625490,0,9,0,0,yes,1.000000
3,,276535527.748922,278508693.739260,0,10,0,0,yes,1.000000
2,,192323344.329095,192251213.915030,0,10,0,0,yes,0.999625
1,,118118429.428616,127506839.782220,0,6,0,0,yes,1.000000
