"Conservation Feature","Feature Name","Target","Amount Held","Occurrence Target ","Occurrences Held","Separation Target ","Separation Achieved","Target Met","MPM"
25,,0.000000,441863794.122550,0,9,0,0,,1.000000
24,,0.000000,3019706515.359830,0,55,0,0,,1.000000
23,,0.000000,775216986.909670,0,16,0,0,,1.000000
22,,0.000000,1682202982.738290,0,34,0,0,,1.000000
21,,0.000000,319233363.888180,0,7,0,0,,1.000000
20,,0.000000,194103586.860340,0,18,0,0,,1.000000
19,,0.000000,387634566.488290,0,11,0,0,,1.000000
18,,0.000000,0.000000,0,0,0,0,,1.000000
17,,0.000000,123223367.233890,0,2,0,0,,1.000000
16,,0.000000,3055472677.979960,0,54,0,0,,1.000000
15,,0.000000,51016978.465330,0,6,0,0,,1.000000
14,,0.000000,20285755.962410,0,3,0,0,,1.000000
13,,0.000000,0.000000,0,0,0,0,,1.000000
12,,0.000000,60547072.039060,0,8,0,0,,1.000000
11,,0.000000,129458054.001480,0,28,0,0,,1.000000
10,,110332387.515864,111606740.464360,0,12,0,0,yes,1.000000
9,,238284629.509380,239940159.381350,0,9,0,0,yes,1.000000
8,,257928662.232081,258102259.760740,0,28,0,0,yes,1.000000
7,,434248527.484422,436778694.657190,0,27,0,0,yes,1.000000
6,,468737987.304786,481857964.652820,0,27,0,0,yes,1.000000
5,,301455310.442283,309309892.893080,0,12,0,0,yes,1.000000
4,,107541997.643654,108335299.839840,0,9,0,0,yes,1.000000
3,,276535527.748922,276344132.235840,0,9,0,0,yes,0.999308
2,,192323344.329095,197722018.682140,0,6,0,0,yes,1.000000
1,,118118429.428616,126594864.268050,0,8,0,0,yes,1.000000
