"Conservation Feature","Feature Name","Target","Amount Held","Occurrence Target ","Occurrences Held","Separation Target ","Separation Achieved","Target Met","MPM"
25,,0.000000,259676120.154300,0,8,0,0,,1.000000
24,,0.000000,3109452838.841789,0,61,0,0,,1.000000
23,,0.000000,759990230.380850,0,17,0,0,,1.000000
22,,0.000000,1597956710.790510,0,39,0,0,,1.000000
21,,0.000000,326305564.096680,0,9,0,0,,1.000000
20,,0.000000,247741453.624490,0,21,0,0,,1.000000
19,,0.000000,291459347.687010,0,11,0,0,,1.000000
18,,0.000000,211227.317870,0,2,0,0,,1.000000
17,,0.000000,2580625.679200,0,1,0,0,,1.000000
16,,0.000000,3074045813.934029,0,62,0,0,,1.000000
15,,0.000000,46606998.909180,0,8,0,0,,1.000000
14,,0.000000,17949408.372560,0,2,0,0,,1.000000
13,,0.000000,2759716.514160,0,1,0,0,,1.000000
12,,0.000000,69779863.233880,0,9,0,0,,1.000000
11,,0.000000,130509376.541040,0,29,0,0,,1.000000
10,,110332387.515864,110746422.886730,0,15,0,0,yes,1.000000
9,,238284629.509380,238665092.378900,0,12,0,0,yes,1.000000
8,,257928662.232081,258588281.479020,0,29,0,0,yes,1.000000
7,,434248527.484422,434109113.011220,0,29,0,0,yes,0.999679
6,,468737987.304786,472638674.060070,0,29,0,0,yes,1.000000
5,,301455310.442283,315256442.936520,0,16,0,0,yes,1.000000
4,,107541997.643654,108023572.862320,0,7,0,0,yes,1.000000
3,,276535527.748922,283830420.218260,0,9,0,0,yes,1.000000
2,,192323344.329095,192415990.733410,0,8,0,0,yes,1.000000
1,,118118429.428616,118914844.044920,0,9,0,0,yes,1.000000
