"Conservation Feature","Feature Name","Target","Amount Held","Occurrence Target ","Occurrences Held","Separation Target ","Separation Achieved","Target Met","MPM"
25,,0.000000,144770907.259770,0,5,0,0,,1.000000
24,,0.000000,3060532919.974571,0,60,0,0,,1.000000
23,,0.000000,741608433.505850,0,19,0,0,,1.000000
22,,0.000000,1644845591.791999,0,41,0,0,,1.000000
21,,0.000000,564744808.015630,0,13,0,0,,1.000000
20,,0.000000,214358833.895960,0,16,0,0,,1.000000
19,,0.000000,326663870.697270,0,10,0,0,,1.000000
18,,0.000000,146554.604000,0,1,0,0,,1.000000
17,,0.000000,0.000000,0,0,0,0,,1.000000
16,,0.000000,3059679591.157681,0,61,0,0,,1.000000
15,,0.000000,65169775.488780,0,7,0,0,,1.000000
14,,0.000000,7891.534670,0,1,0,0,,1.000000
13,,0.000000,0.000000,0,0,0,0,,1.000000
12,,0.000000,70086987.405250,0,12,0,0,,1.000000
11,,0.000000,160934509.534190,0,29,0,0,,1.000000
10,,110332387.515864,114523834.686030,0,16,0,0,yes,1.000000
9,,238284629.509380,237990887.434080,0,14,0,0,yes,0.998767
8,,257928662.232081,257962980.110340,0,29,0,0,yes,1.000000
7,,434248527.484422,436931079.026330,0,29,0,0,yes,1.000000
6,,468737987.304786,470997088.979480,0,29,0,0,yes,1.000000
5,,301455310.442283,306646334.364260,0,16,0,0,yes,1.000000
4,,107541997.643654,113023807.901860,0,7,0,0,yes,1.000000
3,,276535527.748922,281795119.565930,0,8,0,0,yes,1.000000
2,,192323344.329095,194364617.223630,0,7,0,0,yes,1.000000
1,,118118429.428616,123993372.252940,0,9,0,0,yes,1.000000
