"Conservation Feature","Feature Name","Target","Amount Held","Occurrence Target ","Occurrences Held","Separation Target ","Separation Achieved","Target Met","MPM"
24,,0.000000,4976905765.841742,0,97,0,0,,1.000000
23,,0.000000,0.000000,0,0,0,0,,1.000000
22,,0.000000,2345705906.896480,0,59,0,0,,1.000000
21,,0.000000,512241637.345690,0,11,0,0,,1.000000
20,,0.000000,3641813.813480,0,2,0,0,,1.000000
19,,0.000000,873039991.532240,0,31,0,0,,1.000000
18,,0.000000,0.000000,0,0,0,0,,1.000000
17,,0.000000,0.000000,0,0,0,0,,1.000000
16,,0.000000,4208250081.516550,0,88,0,0,,1.000000
15,,0.000000,284281149.360850,0,28,0,0,,1.000000
14,,0.000000,0.000000,0,0,0,0,,1.000000
13,,0.000000,242049173.690420,0,24,0,0,,1.000000
12,,0.000000,17784089.234360,0,10,0,0,,1.000000
11,,0.000000,163751605.382800,0,30,0,0,,1.000000
10,,110238644.596040,143123358.230960,0,20,0,0,yes,1.000000
9,,238284629.509380,256009756.825690,0,13,0,0,yes,1.000000
8,,257928662.232081,421056104.735350,0,30,0,0,yes,1.000000
7,,434248527.484422,455402021.165060,0,30,0,0,yes,1.000000
6,,468737987.304786,479771508.320790,0,30,0,0,yes,1.000000
5,,301455310.442283,305535631.540030,0,21,0,0,yes,1.000000
4,,107541997.643654,117367395.539550,0,10,0,0,yes,1.000000
3,,276535527.748922,281703788.431160,0,13,0,0,yes,1.000000
2,,192323344.329095,193603825.662580,0,28,0,0,yes,1.000000
1,,118118429.428616,125350862.393570,0,5,0,0,yes,1.000000
