"Run_Number","Score","Cost","Planning_Units","Connectivity","Connectivity_Total","Connectivity_In","Connectivity_Edge","Connectivity_Out","Connectivity_In_Fraction","Penalty","Shortfall","Missing_Values","MPM"
1,6850059018947409.000000,2483124738.730001,92,530375.000000,18942285.000000,1115000.000000,530375.000000,17296910.000000,0.058863,0.000000,0.000000,0,1.000000
2,7749304100981035.000000,6110891754.960001,180,600000.000000,18942285.000000,2400000.000000,600000.000000,15942285.000000,0.126701,0.000000,0.000000,0,1.000000
3,7041935810177366.000000,2456061444.870001,92,540375.000000,18942285.000000,1110000.000000,540375.000000,17291910.000000,0.058599,62721851791762.765625,1037760.737295,0,0.994604
4,8395076622283179.000000,3799686458.780011,143,650000.000000,18942285.000000,1820000.000000,650000.000000,16472285.000000,0.096081,0.000000,0.000000,0,1.000000
5,8375959723004758.000000,1835450258.176000,68,648520.000000,18942285.000000,694190.000000,648520.000000,17599575.000000,0.036648,0.000000,0.000000,0,1.000000
6,7749303759983532.000000,5769894252.249999,171,600000.000000,18942285.000000,2265000.000000,600000.000000,16077285.000000,0.119574,0.000000,0.000000,0,1.000000
7,9205134302486240.000000,1878192594.269999,74,710000.000000,18942285.000000,755000.000000,710000.000000,17477285.000000,0.039858,35129802687997.933594,581238.099595,0,0.996978
8,9170006166897144.000000,3545291496.420005,122,710000.000000,18942285.000000,1475000.000000,710000.000000,16757285.000000,0.077868,0.000000,0.000000,0,1.000000
9,7366679106872370.000000,2705043748.430002,104,570375.000000,18942285.000000,1275000.000000,570375.000000,17096910.000000,0.067310,0.000000,0.000000,0,1.000000
10,7853014478587772.000000,2309919657.990001,84,600375.000000,18942285.000000,960000.000000,600375.000000,17381910.000000,0.050680,98870867335027.656250,1490528.532132,0,0.994610
