"Run_Number","Score","Cost","Planning_Units","Connectivity","Connectivity_Total","Connectivity_In","Connectivity_Edge","Connectivity_Out","Connectivity_In_Fraction","Penalty","Shortfall","Missing_Values","MPM"
1,2040344851.063713,1058254084.941001,57,1268419.000000,18942285.000000,219940.000000,1268419.000000,17453926.000000,0.011611,0.000000,0.000000,0,1.000000
2,1994451607.566583,1037554730.760001,56,1229323.000000,18942285.000000,235000.000000,1229323.000000,17477962.000000,0.012406,5076723.621971,766298.001550,0,0.996784
3,1958774308.495678,998248334.463001,54,1240567.000000,18942285.000000,195000.000000,1240567.000000,17506718.000000,0.010294,0.000000,0.000000,0,1.000000
4,1959207214.508500,1060741791.245001,56,1154274.000000,18942285.000000,279400.000000,1154274.000000,17508611.000000,0.014750,4752985.200424,745311.697075,0,0.996978
5,1887875048.031054,983778694.104001,55,1165703.000000,18942285.000000,250000.000000,1165703.000000,17526582.000000,0.013198,1534856.234615,224759.334416,0,0.998851
6,1873462898.289620,959931337.110001,52,1176087.000000,18942285.000000,195000.000000,1176087.000000,17571198.000000,0.010294,2930109.406221,414384.404451,0,0.998393
7,1904787979.713511,1036984896.090001,52,1113738.000000,18942285.000000,230000.000000,1113738.000000,17598547.000000,0.012142,5476198.201597,803553.571377,0,0.994520
8,1869940307.636636,1051110894.550001,55,1053044.000000,18942285.000000,305000.000000,1053044.000000,17584241.000000,0.016102,3495687.621370,534027.578013,0,0.998229
9,1983341209.524687,1057359764.226001,57,1189980.000000,18942285.000000,260000.000000,1189980.000000,17492305.000000,0.013726,4623148.181798,669014.213484,0,0.993779
10,1870881041.705810,1046423687.690001,56,1058570.000000,18942285.000000,312283.000000,1058570.000000,17571432.000000,0.016486,4845047.440048,701125.180274,0,0.993480
