"Run_Number","Score","Cost","Planning_Units","Connectivity","Connectivity_Total","Connectivity_In","Connectivity_Edge","Connectivity_Out","Connectivity_In_Fraction","Penalty","Shortfall","Missing_Values","MPM"
1,223018291920595840.000000,5515499289.910003,157,620000.000000,18942285.000000,2045000.000000,620000.000000,16277285.000000,0.107960,201839249209473.937500,109353.615132,0,0.999605
2,258754588259376960.000000,4465443487.860005,156,720000.000000,18942285.000000,1980000.000000,720000.000000,16242285.000000,0.104528,0.000000,0.000000,0,1.000000
3,215628825679361952.000000,5851084133.830006,170,600000.000000,18942285.000000,2250000.000000,600000.000000,16092285.000000,0.118782,0.000000,0.000000,0,1.000000
4,244142140003668768.000000,2566765063.716003,117,679340.000000,18942285.000000,1413401.000000,679340.000000,16849544.000000,0.074616,0.000000,0.000000,0,1.000000
5,215628823709154208.000000,3880876340.400011,136,600000.000000,18942285.000000,1740000.000000,600000.000000,16602285.000000,0.091858,0.000000,0.000000,0,1.000000
6,261379152039532384.000000,6126922468.429005,186,727303.000000,18942285.000000,2421902.000000,727303.000000,15793080.000000,0.127857,0.000000,0.000000,0,1.000000
7,230004077200651072.000000,2717154704.110003,105,640000.000000,18942285.000000,1255000.000000,640000.000000,17047285.000000,0.066254,0.000000,0.000000,0,1.000000
8,215628825749726464.000000,5921448697.900000,175,600000.000000,18942285.000000,2325000.000000,600000.000000,16017285.000000,0.122741,0.000000,0.000000,0,1.000000
9,247973145941861504.000000,3139342088.450004,114,690000.000000,18942285.000000,1365000.000000,690000.000000,16887285.000000,0.072061,0.000000,0.000000,0,1.000000
10,244379331866694848.000000,2727980021.670002,97,680000.000000,18942285.000000,1115000.000000,680000.000000,17147285.000000,0.058863,0.000000,0.000000,0,1.000000
