"Conservation Feature","Feature Name","Target","Amount Held","Occurrence Target ","Occurrences Held","Separation Target ","Separation Achieved","Target Met","MPM"
24,,0.000000,2606814362.848600,0,55,0,0,,1.000000
23,,0.000000,2119258.460450,0,1,0,0,,1.000000
22,,0.000000,1187035705.940450,0,29,0,0,,1.000000
21,,0.000000,672021324.441900,0,14,0,0,,1.000000
20,,0.000000,20589130.364260,0,5,0,0,,1.000000
19,,0.000000,175134928.539070,0,9,0,0,,1.000000
18,,0.000000,0.000000,0,0,0,0,,1.000000
17,,0.000000,0.000000,0,0,0,0,,1.000000
16,,0.000000,3212836253.702120,0,59,0,0,,1.000000
15,,0.000000,127910748.046400,0,9,0,0,,1.000000
14,,0.000000,10478282.388670,0,1,0,0,,1.000000
13,,0.000000,0.000000,0,0,0,0,,1.000000
12,,0.000000,145860436.231450,0,18,0,0,,1.000000
11,,0.000000,104789115.674290,0,22,0,0,,1.000000
10,,110238644.596040,121946612.391090,0,18,0,0,yes,1.000000
9,,238284629.509380,238585081.620110,0,14,0,0,yes,1.000000
8,,257928662.232081,264772348.006820,0,22,0,0,yes,1.000000
7,,434248527.484422,434643875.348160,0,22,0,0,yes,1.000000
6,,468737987.304786,485495345.588850,0,21,0,0,yes,1.000000
5,,301455310.442283,326944335.129400,0,18,0,0,yes,1.000000
4,,107541997.643654,110733651.572750,0,7,0,0,yes,1.000000
3,,276535527.748922,277932994.832030,0,13,0,0,yes,1.000000
2,,192323344.329095,196356626.418950,0,9,0,0,yes,1.000000
1,,118118429.428616,140447030.314950,0,7,0,0,yes,1.000000
