"Conservation Feature","Feature Name","Target","Amount Held","Occurrence Target ","Occurrences Held","Separation Target ","Separation Achieved","Target Met","MPM"
24,,0.000000,9633543559.202099,0,180,0,0,,1.000000
23,,0.000000,0.000000,0,0,0,0,,1.000000
22,,0.000000,4165226330.907201,0,111,0,0,,1.000000
21,,0.000000,1295927266.439940,0,37,0,0,,1.000000
20,,0.000000,0.000000,0,0,0,0,,1.000000
19,,0.000000,3143221527.814440,0,82,0,0,,1.000000
18,,0.000000,0.000000,0,0,0,0,,1.000000
17,,0.000000,0.000000,0,0,0,0,,1.000000
16,,0.000000,7785758758.943356,0,166,0,0,,1.000000
15,,0.000000,307447968.355470,0,30,0,0,,1.000000
14,,0.000000,0.000000,0,0,0,0,,1.000000
13,,0.000000,452075351.364720,0,47,0,0,,1.000000
12,,0.000000,35748040.384280,0,11,0,0,,1.000000
11,,0.000000,196487150.966300,0,36,0,0,,1.000000
10,,110238644.596040,249270125.803270,0,46,0,0,yes,1.000000
9,,238284629.509380,243621717.963870,0,11,0,0,yes,1.000000
8,,257928662.232081,527087763.208510,0,37,0,0,yes,1.000000
7,,434248527.484422,434586422.776390,0,37,0,0,yes,1.000000
6,,468737987.304786,538946517.089850,0,36,0,0,yes,1.000000
5,,301455310.442283,1163813688.501921,0,48,0,0,yes,1.000000
4,,107541997.643654,108267334.809080,0,17,0,0,yes,1.000000
3,,276535527.748922,749930289.937980,0,28,0,0,yes,1.000000
2,,192323344.329095,201552819.123520,0,29,0,0,yes,1.000000
1,,118118429.428616,435238297.608890,0,31,0,0,yes,1.000000
