"Run_Number","Score","Cost","Planning_Units","Connectivity","Connectivity_Total","Connectivity_In","Connectivity_Edge","Connectivity_Out","Connectivity_In_Fraction","Penalty","Shortfall","Missing_Values","MPM"
1,6729687610462303232.000000,6706284220.040000,208,670000.000000,18942285.000000,2785000.000000,670000.000000,15487285.000000,0.147026,29687603756019040.000000,634402.137685,0,0.996701
2,6532723944664664064.000000,4703600473.930001,132,650000.000000,18942285.000000,1655000.000000,650000.000000,16637285.000000,0.087371,32723939961062992.000000,649156.208978,0,0.998666
3,6600000005434309632.000000,5434309408.300003,160,660000.000000,18942285.000000,2070000.000000,660000.000000,16212285.000000,0.109279,0.000000,0.000000,0,1.000000
4,7300000005607514112.000000,5607514489.049999,182,730000.000000,18942285.000000,2365000.000000,730000.000000,15847285.000000,0.124853,0.000000,0.000000,0,1.000000
5,6018953109574147072.000000,5834846157.530002,168,600000.000000,18942285.000000,2220000.000000,600000.000000,16122285.000000,0.117198,18953103739300516.000000,369031.483302,0,0.998666
6,6000000003220532224.000000,3220531970.070006,122,600000.000000,18942285.000000,1530000.000000,600000.000000,16812285.000000,0.080772,0.000000,0.000000,0,1.000000
7,5803750002396522496.000000,2396522198.379999,81,580375.000000,18942285.000000,925000.000000,580375.000000,17436910.000000,0.048833,0.000000,0.000000,0,1.000000
8,7100000007772577792.000000,7772577998.339999,242,710000.000000,18942285.000000,3275000.000000,710000.000000,14957285.000000,0.172894,0.000000,0.000000,0,1.000000
9,7300000005244866560.000000,5244866351.270000,144,730000.000000,18942285.000000,1795000.000000,730000.000000,16417285.000000,0.094762,0.000000,0.000000,0,1.000000
10,6400000005910623232.000000,5910623380.350002,172,640000.000000,18942285.000000,2260000.000000,640000.000000,16042285.000000,0.119310,0.000000,0.000000,0,1.000000
