"Conservation Feature","Feature Name","Target","Amount Held","Occurrence Target ","Occurrences Held","Separation Target ","Separation Achieved","Target Met","MPM"
24,,0.000000,3038157119.184540,0,52,0,0,,1.000000
23,,0.000000,553808929.020010,0,10,0,0,,1.000000
22,,0.000000,1375971864.536620,0,28,0,0,,1.000000
21,,0.000000,224006650.832530,0,6,0,0,,1.000000
20,,0.000000,87406796.189940,0,11,0,0,,1.000000
19,,0.000000,475583466.837420,0,13,0,0,,1.000000
18,,0.000000,0.000000,0,0,0,0,,1.000000
17,,0.000000,67532529.726080,0,2,0,0,,1.000000
16,,0.000000,3047978265.961870,0,51,0,0,,1.000000
15,,0.000000,86597609.104020,0,10,0,0,,1.000000
14,,0.000000,18280278.480470,0,4,0,0,,1.000000
13,,0.000000,0.000000,0,0,0,0,,1.000000
12,,0.000000,42102063.143550,0,5,0,0,,1.000000
11,,0.000000,113352515.859390,0,22,0,0,,1.000000
10,,110238644.596040,112068283.391120,0,12,0,0,yes,1.000000
9,,238284629.509380,248594801.322270,0,7,0,0,yes,1.000000
8,,257928662.232081,257514277.827630,0,22,0,0,yes,0.998393
7,,434248527.484422,435183602.329590,0,22,0,0,yes,1.000000
6,,468737987.304786,477812692.131340,0,22,0,0,yes,1.000000
5,,301455310.442283,307085706.498040,0,12,0,0,yes,1.000000
4,,107541997.643654,109792222.482420,0,9,0,0,yes,1.000000
3,,276535527.748922,279363444.717780,0,10,0,0,yes,1.000000
2,,192323344.329095,194416647.297360,0,10,0,0,yes,1.000000
1,,118118429.428616,132473402.050770,0,8,0,0,yes,1.000000
