"Run_Number","Score","Cost","Planning_Units","Connectivity","Connectivity_Total","Connectivity_In","Connectivity_Edge","Connectivity_Out","Connectivity_In_Fraction","Penalty","Shortfall","Missing_Values","MPM"
1,923754432.368773,919458488.627001,61,1690759.000000,18942285.000000,120435.000000,1690759.000000,17131091.000000,0.006358,4295943.741772,1748355.708114,0,0.983743
2,923959543.550001,923959543.550001,57,1637319.000000,18942285.000000,75702.000000,1637319.000000,17229264.000000,0.003996,0.000000,0.000000,0,1.000000
3,975311538.801654,973270814.062501,67,1875596.000000,18942285.000000,91172.000000,1875596.000000,16975517.000000,0.004813,2040724.739152,759440.992683,0,0.997647
4,978931256.904218,975098543.650001,63,1820640.000000,18942285.000000,85606.000000,1820640.000000,17036039.000000,0.004519,3832713.254216,1301002.988130,0,0.988198
5,929292833.300783,926719790.807001,59,1646684.000000,18942285.000000,89454.000000,1646684.000000,17206147.000000,0.004722,2573042.493782,955362.058003,0,0.996831
6,937061836.694349,937023455.211051,63,1767212.000000,18942285.000000,76872.000000,1767212.000000,17098201.000000,0.004058,38381.483298,15408.474716,0,0.999967
7,952747243.918898,951029607.843001,68,1831573.000000,18942285.000000,140149.000000,1831573.000000,16970563.000000,0.007399,1717636.075897,699040.541094,0,0.993500
8,1014979600.784143,1007196830.396551,65,1762436.000000,18942285.000000,92706.000000,1762436.000000,17087143.000000,0.004894,7782770.387592,2792425.168385,0,0.991877
9,979387792.730816,978285151.868501,65,1947076.000000,18942285.000000,57076.000000,1947076.000000,16938133.000000,0.003013,1102640.862315,435324.316395,0,0.997736
10,902391384.533504,901141963.765051,62,1752485.000000,18942285.000000,63646.000000,1752485.000000,17126154.000000,0.003360,1249420.768453,499710.403911,0,0.999171
