"Run_Number","Score","Cost","Planning_Units","Connectivity","Connectivity_Total","Connectivity_In","Connectivity_Edge","Connectivity_Out","Connectivity_In_Fraction","Penalty","Shortfall","Missing_Values","MPM"
1,278812211299827.281250,2645719025.300002,86,600677.000000,18942285.000000,990000.000000,600677.000000,17351608.000000,0.052264,0.000000,0.000000,0,1.000000
2,269215611038496.937500,3458688956.080007,132,580000.000000,18942285.000000,1690000.000000,580000.000000,16672285.000000,0.089218,0.000000,0.000000,0,1.000000
3,329555421500694.062500,2614314187.450001,94,710000.000000,18942285.000000,1055000.000000,710000.000000,17177285.000000,0.055695,0.000000,0.000000,0,1.000000
4,297067254977095.000000,5569625877.640003,155,640000.000000,18942285.000000,2005000.000000,640000.000000,16297285.000000,0.105848,0.000000,0.000000,0,1.000000
5,306349252684707.875000,4389666265.060006,144,660000.000000,18942285.000000,1830000.000000,660000.000000,16452285.000000,0.096609,0.000000,0.000000,0,1.000000
6,278501256878122.968750,5926861356.670000,175,600000.000000,18942285.000000,2325000.000000,600000.000000,16017285.000000,0.122741,0.000000,0.000000,0,1.000000
7,278501164862923.875000,5834846157.529999,175,600000.000000,18942285.000000,2325000.000000,600000.000000,16017285.000000,0.122741,0.000000,0.000000,0,1.000000
8,301706792413032.625000,3518228202.580005,100,650000.000000,18942285.000000,1175000.000000,650000.000000,17117285.000000,0.062031,0.000000,0.000000,0,1.000000
9,278501099911018.593750,5769894252.249999,174,600000.000000,18942285.000000,2310000.000000,600000.000000,16032285.000000,0.121949,0.000000,0.000000,0,1.000000
10,320335523993215.875000,2630552163.760003,99,690000.000000,18942285.000000,1140000.000000,690000.000000,17112285.000000,0.060183,63263921771.108047,24429.567964,0,0.999773
