"Conservation Feature","Feature Name","Target","Amount Held","Occurrence Target ","Occurrences Held","Separation Target ","Separation Achieved","Target Met","MPM"
24,,5615954115.427132,5616020404.409134,0,124,0,0,yes,1.000000
23,,469798696.622515,864012069.217780,0,23,0,0,yes,1.000000
22,,3384307306.297791,3570155918.751408,0,92,0,0,yes,1.000000
21,,442251180.267135,443812383.672350,0,11,0,0,yes,1.000000
20,,812126096.550814,1078568115.645950,0,62,0,0,yes,1.000000
19,,714455355.802341,727296684.835930,0,21,0,0,yes,1.000000
18,,5992419.187795,26836617.982420,0,5,0,0,yes,1.000000
17,,38223068.882032,107419499.477540,0,2,0,0,yes,1.000000
16,,5360396423.750958,5379387816.404263,0,121,0,0,yes,1.000000
15,,475740709.534277,491837126.873040,0,30,0,0,yes,1.000000
14,,117877661.072850,140412831.903310,0,14,0,0,yes,1.000000
13,,106269847.207610,120297927.653800,0,10,0,0,yes,1.000000
12,,108375713.653612,109913938.796870,0,12,0,0,yes,1.000000
11,,203099116.837551,207200252.398950,0,33,0,0,yes,1.000000
10,,110238644.596040,114765233.581550,0,17,0,0,yes,1.000000
9,,238284629.509380,254888440.465830,0,13,0,0,yes,1.000000
8,,257928662.232081,263484243.007810,0,34,0,0,yes,1.000000
7,,434248527.484422,435047471.152810,0,33,0,0,yes,1.000000
6,,468737987.304786,486181037.009250,0,31,0,0,yes,1.000000
5,,301455310.442283,308882659.525380,0,17,0,0,yes,1.000000
4,,107541997.643654,131154494.217280,0,11,0,0,yes,1.000000
3,,276535527.748922,278857309.598640,0,14,0,0,yes,1.000000
2,,192323344.329095,258940929.100590,0,25,0,0,yes,1.000000
1,,118118429.428616,158607113.434090,0,11,0,0,yes,1.000000
