"Conservation Feature","Feature Name","Target","Amount Held","Occurrence Target ","Occurrences Held","Separation Target ","Separation Achieved","Target Met","MPM"
24,,5615954115.427132,5620542235.999003,0,128,0,0,yes,1.000000
23,,469798696.622515,870078809.918460,0,28,0,0,yes,1.000000
22,,3384307306.297791,3493741681.635690,0,91,0,0,yes,1.000000
21,,442251180.267135,445905454.214830,0,12,0,0,yes,1.000000
20,,812126096.550814,1045270351.454060,0,57,0,0,yes,1.000000
19,,714455355.802341,750983856.636240,0,19,0,0,yes,1.000000
18,,5992419.187795,6919064.546880,0,10,0,0,yes,1.000000
17,,38223068.882032,58390040.127930,0,1,0,0,yes,1.000000
16,,5360396423.750958,5360398399.097113,0,125,0,0,yes,1.000000
15,,475740709.534277,502903894.106450,0,32,0,0,yes,1.000000
14,,117877661.072850,125276389.017080,0,7,0,0,yes,1.000000
13,,106269847.207610,107404919.359850,0,10,0,0,yes,1.000000
12,,108375713.653612,112280624.362780,0,13,0,0,yes,1.000000
11,,203099116.837551,208107417.610360,0,32,0,0,yes,1.000000
10,,110238644.596040,119107108.985840,0,18,0,0,yes,1.000000
9,,238284629.509380,248531768.630360,0,14,0,0,yes,1.000000
8,,257928662.232081,270708572.664560,0,33,0,0,yes,1.000000
7,,434248527.484422,461961598.182600,0,32,0,0,yes,1.000000
6,,468737987.304786,481272961.502920,0,33,0,0,yes,1.000000
5,,301455310.442283,306417670.176280,0,18,0,0,yes,1.000000
4,,107541997.643654,107325377.090340,0,12,0,0,yes,0.997986
3,,276535527.748922,304133799.864740,0,15,0,0,yes,1.000000
2,,192323344.329095,227783685.598620,0,29,0,0,yes,1.000000
1,,118118429.428616,173202639.793480,0,12,0,0,yes,1.000000
