"Conservation Feature","Feature Name","Target","Amount Held","Occurrence Target ","Occurrences Held","Separation Target ","Separation Achieved","Target Met","MPM"
24,,5615954115.427132,5615947483.959443,0,127,0,0,yes,0.999999
23,,469798696.622515,832891996.678720,0,26,0,0,yes,1.000000
22,,3384307306.297791,3464571533.114759,0,97,0,0,yes,1.000000
21,,442251180.267135,665067445.752430,0,15,0,0,yes,1.000000
20,,812126096.550814,1192512164.332490,0,62,0,0,yes,1.000000
19,,714455355.802341,732586302.718770,0,20,0,0,yes,1.000000
18,,5992419.187795,27663966.047860,0,8,0,0,yes,1.000000
17,,38223068.882032,143796339.191410,0,3,0,0,yes,1.000000
16,,5360396423.750958,5365813206.215263,0,121,0,0,yes,1.000000
15,,475740709.534277,496389235.812030,0,32,0,0,yes,1.000000
14,,117877661.072850,150508030.618650,0,10,0,0,yes,1.000000
13,,106269847.207610,107560858.887200,0,9,0,0,yes,1.000000
12,,108375713.653612,116836251.759260,0,13,0,0,yes,1.000000
11,,203099116.837551,204840166.171910,0,32,0,0,yes,1.000000
10,,110238644.596040,112392166.787610,0,17,0,0,yes,1.000000
9,,238284629.509380,240578975.761240,0,15,0,0,yes,1.000000
8,,257928662.232081,263339885.218740,0,31,0,0,yes,1.000000
7,,434248527.484422,441737856.267070,0,30,0,0,yes,1.000000
6,,468737987.304786,468794014.319310,0,32,0,0,yes,1.000000
5,,301455310.442283,301526677.118650,0,18,0,0,yes,1.000000
4,,107541997.643654,111952659.232420,0,9,0,0,yes,1.000000
3,,276535527.748922,276799596.630370,0,10,0,0,yes,1.000000
2,,192323344.329095,196215120.445790,0,28,0,0,yes,1.000000
1,,118118429.428616,146937790.745110,0,10,0,0,yes,1.000000
