"Conservation Feature","Feature Name","Target","Amount Held","Occurrence Target ","Occurrences Held","Separation Target ","Separation Achieved","Target Met","MPM"
24,,5615954115.427132,5616304881.123072,0,122,0,0,yes,1.000000
23,,469798696.622515,1037101705.676290,0,28,0,0,yes,1.000000
22,,3384307306.297791,3475881160.180639,0,89,0,0,yes,1.000000
21,,442251180.267135,477439429.973620,0,10,0,0,yes,1.000000
20,,812126096.550814,1029340781.919410,0,59,0,0,yes,1.000000
19,,714455355.802341,735621108.439930,0,21,0,0,yes,1.000000
18,,5992419.187795,27425269.975100,0,8,0,0,yes,1.000000
17,,38223068.882032,127408636.509280,0,4,0,0,yes,1.000000
16,,5360396423.750958,5374164238.238764,0,120,0,0,yes,1.000000
15,,475740709.534277,524606612.005370,0,34,0,0,yes,1.000000
14,,117877661.072850,125879724.016120,0,8,0,0,yes,1.000000
13,,106269847.207610,107199395.351570,0,9,0,0,yes,1.000000
12,,108375713.653612,108028172.521470,0,13,0,0,yes,0.996793
11,,203099116.837551,225373988.838400,0,33,0,0,yes,1.000000
10,,110238644.596040,113215580.623040,0,17,0,0,yes,1.000000
9,,238284629.509380,287931955.600620,0,17,0,0,yes,1.000000
8,,257928662.232081,294553202.157250,0,34,0,0,yes,1.000000
7,,434248527.484422,443178323.193840,0,33,0,0,yes,1.000000
6,,468737987.304786,476375160.012200,0,32,0,0,yes,1.000000
5,,301455310.442283,317650677.256350,0,17,0,0,yes,1.000000
4,,107541997.643654,109307946.873060,0,12,0,0,yes,1.000000
3,,276535527.748922,311243392.572750,0,13,0,0,yes,1.000000
2,,192323344.329095,249850944.888670,0,32,0,0,yes,1.000000
1,,118118429.428616,126735336.325680,0,9,0,0,yes,1.000000
