"Conservation Feature","Feature Name","Target","Amount Held","Occurrence Target ","Occurrences Held","Separation Target ","Separation Achieved","Target Met","MPM"
24,,0.000000,3054912724.695740,0,59,0,0,,1.000000
23,,0.000000,414303956.309580,0,14,0,0,,1.000000
22,,0.000000,1456839039.064960,0,34,0,0,,1.000000
21,,0.000000,221262418.991210,0,8,0,0,,1.000000
20,,0.000000,99690909.729960,0,11,0,0,,1.000000
19,,0.000000,428760400.518060,0,10,0,0,,1.000000
18,,0.000000,64672.713870,0,1,0,0,,1.000000
17,,0.000000,4185269.275390,0,2,0,0,,1.000000
16,,0.000000,3023186329.586901,0,59,0,0,,1.000000
15,,0.000000,52549415.972650,0,7,0,0,,1.000000
14,,0.000000,17941516.837890,0,1,0,0,,1.000000
13,,0.000000,747788.912600,0,2,0,0,,1.000000
12,,0.000000,61463191.929680,0,7,0,0,,1.000000
11,,0.000000,108154066.000970,0,26,0,0,,1.000000
10,,110238644.596040,113740570.978020,0,13,0,0,yes,1.000000
9,,238284629.509380,239037353.814460,0,9,0,0,yes,1.000000
8,,257928662.232081,258376595.463890,0,26,0,0,yes,1.000000
7,,434248527.484422,435240189.381360,0,27,0,0,yes,1.000000
6,,468737987.304786,469094497.162110,0,26,0,0,yes,1.000000
5,,301455310.442283,315506420.118160,0,13,0,0,yes,1.000000
4,,107541997.643654,112894591.292480,0,9,0,0,yes,1.000000
3,,276535527.748922,286155888.015630,0,10,0,0,yes,1.000000
2,,192323344.329095,192152146.240730,0,7,0,0,yes,0.999110
1,,118118429.428616,117053502.641110,0,7,0,0,yes,0.990984
