"Conservation Feature","Feature Name","Target","Amount Held","Occurrence Target ","Occurrences Held","Separation Target ","Separation Achieved","Target Met","MPM"
24,,0.000000,2995915569.897431,0,61,0,0,,1.000000
23,,0.000000,438357314.246590,0,13,0,0,,1.000000
22,,0.000000,1450695617.857430,0,33,0,0,,1.000000
21,,0.000000,288382966.929700,0,9,0,0,,1.000000
20,,0.000000,236269187.537100,0,15,0,0,,1.000000
19,,0.000000,411486988.092770,0,9,0,0,,1.000000
18,,0.000000,64672.713870,0,1,0,0,,1.000000
17,,0.000000,20454395.016600,0,1,0,0,,1.000000
16,,0.000000,3031879302.460931,0,60,0,0,,1.000000
15,,0.000000,99715895.595210,0,7,0,0,,1.000000
14,,0.000000,7392902.118650,0,3,0,0,,1.000000
13,,0.000000,1687970.534180,0,1,0,0,,1.000000
12,,0.000000,110068696.825200,0,10,0,0,,1.000000
11,,0.000000,115773875.444340,0,28,0,0,,1.000000
10,,110238644.596040,110492317.171390,0,13,0,0,yes,1.000000
9,,238284629.509380,239743597.198740,0,11,0,0,yes,1.000000
8,,257928662.232081,259653539.483390,0,29,0,0,yes,1.000000
7,,434248527.484422,436812243.447780,0,29,0,0,yes,1.000000
6,,468737987.304786,469199674.791010,0,28,0,0,yes,1.000000
5,,301455310.442283,308021611.719720,0,13,0,0,yes,1.000000
4,,107541997.643654,126993747.477050,0,7,0,0,yes,1.000000
3,,276535527.748922,285891254.379400,0,9,0,0,yes,1.000000
2,,192323344.329095,193990410.413090,0,7,0,0,yes,1.000000
1,,118118429.428616,124466181.671390,0,7,0,0,yes,1.000000
