"Conservation Feature","Feature Name","Target","Amount Held","Occurrence Target ","Occurrences Held","Separation Target ","Separation Achieved","Target Met","MPM"
24,,5615954115.427132,5615947969.074183,0,118,0,0,yes,0.999999
23,,469798696.622515,866166786.007330,0,24,0,0,yes,1.000000
22,,3384307306.297791,3569853691.406250,0,87,0,0,yes,1.000000
21,,442251180.267135,465031124.833980,0,14,0,0,yes,1.000000
20,,812126096.550814,1258352864.208450,0,61,0,0,yes,1.000000
19,,714455355.802341,728005344.185060,0,20,0,0,yes,1.000000
18,,5992419.187795,31749362.618170,0,7,0,0,yes,1.000000
17,,38223068.882032,69018596.381350,0,3,0,0,yes,1.000000
16,,5360396423.750958,5365028419.031661,0,112,0,0,yes,1.000000
15,,475740709.534277,483850235.303210,0,28,0,0,yes,1.000000
14,,117877661.072850,166568107.049320,0,10,0,0,yes,1.000000
13,,106269847.207610,107478652.157710,0,7,0,0,yes,1.000000
12,,108375713.653612,117028894.669920,0,15,0,0,yes,1.000000
11,,203099116.837551,208152611.929230,0,34,0,0,yes,1.000000
10,,110238644.596040,125324863.100090,0,18,0,0,yes,1.000000
9,,238284629.509380,245147343.722170,0,17,0,0,yes,1.000000
8,,257928662.232081,260087623.016570,0,35,0,0,yes,1.000000
7,,434248527.484422,439046529.206540,0,35,0,0,yes,1.000000
6,,468737987.304786,470815575.862260,0,33,0,0,yes,1.000000
5,,301455310.442283,308262151.013680,0,18,0,0,yes,1.000000
4,,107541997.643654,111546942.726070,0,11,0,0,yes,1.000000
3,,276535527.748922,285555716.253910,0,11,0,0,yes,1.000000
2,,192323344.329095,193152839.789550,0,28,0,0,yes,1.000000
1,,118118429.428616,122089792.524900,0,8,0,0,yes,1.000000
