"planning_unit","number"
1792,7
1771,3
1770,0
1748,0
1747,0
1729,7
1727,1
1726,0
1725,3
1707,4
1706,3
1705,0
1704,0
1703,3
1702,0
1701,1
1700,0
1685,0
1684,0
1683,0
1682,0
1681,0
1680,5
1679,3
1678,0
1663,1
1662,9
1661,7
1660,0
1659,0
1658,1
1657,0
1656,10
1641,0
1640,6
1639,1
1638,0
1637,0
1636,0
1635,0
1634,0
1623,2
1619,10
1618,3
1617,0
1616,0
1615,0
1614,0
1613,0
1612,4
1611,0
1601,0
1600,0
1598,0
1597,0
1596,0
1595,0
1594,0
1593,0
1592,0
1591,0
1590,2
1579,4
1578,8
1577,1
1575,6
1574,2
1573,1
1572,0
1571,0
1570,0
1569,0
1568,0
1567,0
1557,0
1556,1
1554,4
1553,0
1552,7
1551,0
1550,0
1549,0
1548,0
1547,0
1546,8
1545,4
1535,1
1534,2
1533,1
1531,6
1530,0
1529,2
1528,0
1527,0
1526,0
1525,0
1524,1
1523,5
1513,0
1512,3
1510,3
1509,1
1508,2
1507,0
1506,0
1505,0
1504,0
1503,0
1502,1
1501,3
1491,3
1490,9
1489,0
1488,0
1487,6
1486,3
1485,0
1484,0
1483,0
1482,0
1481,1
1480,3
1479,0
1469,1
1468,4
1467,0
1466,3
1465,1
1464,2
1463,0
1462,0
1461,0
1460,0
1459,1
1458,1
1457,4
1447,0
1446,2
1445,0
1444,2
1443,0
1442,0
1441,0
1440,0
1439,0
1438,0
1437,0
1436,0
1435,1
1434,1
1425,5
1424,8
1423,0
1422,9
1421,3
1420,1
1419,2
1418,1
1417,3
1416,1
1415,0
1414,2
1413,1
1403,2
1402,2
1401,0
1400,0
1399,1
1398,4
1397,0
1396,0
1395,0
1394,1
1393,0
1392,2
1391,0
1390,7
1381,5
1380,2
1379,1
1378,4
1377,2
1376,5
1375,0
1374,0
1373,0
1372,0
1371,0
1370,0
1369,0
1368,1
1360,4
1359,0
1358,1
1357,2
1356,2
1355,2
1354,7
1353,2
1352,1
1351,0
1350,0
1349,0
1348,0
1347,0
1346,1
1345,0
1338,0
1337,1
1336,1
1335,0
1334,1
1333,0
1332,1
1331,3
1330,0
1329,0
1328,0
1327,0
1326,0
1325,0
1324,3
1316,0
1315,2
1314,0
1313,3
1312,1
1311,1
1310,1
1309,0
1308,2
1307,0
1306,0
1305,0
1304,0
1303,0
1302,0
1301,0
1294,0
1293,0
1292,0
1291,0
1290,0
1289,0
1288,0
1287,0
1286,0
1285,0
1284,0
1283,0
1282,0
1281,0
1280,0
1279,2
1272,0
1271,6
1270,1
1269,0
1268,0
1267,0
1266,2
1265,0
1264,2
1263,1
1262,0
1261,0
1260,0
1259,0
1258,0
1257,8
1250,4
1249,0
1248,2
1247,1
1246,3
1245,0
1244,0
1243,0
1242,1
1241,0
1240,0
1239,0
1238,0
1237,0
1236,1
1235,3
1227,1
1226,2
1225,1
1224,2
1223,1
1222,0
1221,0
1220,0
1219,0
1218,2
1217,0
1216,0
1215,0
1214,0
1213,6
1206,3
1205,0
1204,2
1203,0
1202,1
1201,0
1200,0
1199,0
1198,7
1197,0
1196,0
1195,0
1194,0
1193,0
1192,0
1191,4
1183,0
1182,2
1181,3
1180,1
1179,0
1178,1
1177,0
1176,0
1175,0
1174,0
1173,0
1172,2
1171,0
1170,0
1169,4
1164,5
1162,2
1161,0
1160,0
1159,2
1158,1
1157,0
1156,0
1155,0
1154,3
1153,0
1152,0
1151,0
1150,0
1149,0
1148,0
1147,2
1141,0
1140,0
1139,0
1138,2
1137,0
