"Conservation Feature","Feature Name","Target","Amount Held","Occurrence Target ","Occurrences Held","Separation Target ","Separation Achieved","Target Met","MPM"
24,,0.000000,2880843538.236291,0,65,0,0,,1.000000
23,,0.000000,367234165.559100,0,18,0,0,,1.000000
22,,0.000000,1394404640.128400,0,38,0,0,,1.000000
21,,0.000000,411678809.922840,0,10,0,0,,1.000000
20,,0.000000,241778983.361330,0,19,0,0,,1.000000
19,,0.000000,373718762.823240,0,9,0,0,,1.000000
18,,0.000000,64672.713870,0,1,0,0,,1.000000
17,,0.000000,7948748.977540,0,1,0,0,,1.000000
16,,0.000000,2761484858.625460,0,62,0,0,,1.000000
15,,0.000000,46435637.775380,0,12,0,0,,1.000000
14,,0.000000,24828734.130370,0,5,0,0,,1.000000
13,,0.000000,426184.799320,0,1,0,0,,1.000000
12,,0.000000,45452376.444330,0,7,0,0,,1.000000
11,,0.000000,113003528.204090,0,32,0,0,,1.000000
10,,110238644.596040,118741179.654280,0,12,0,0,yes,1.000000
9,,238284629.509380,241100593.314940,0,8,0,0,yes,1.000000
8,,257928662.232081,261316798.449230,0,32,0,0,yes,1.000000
7,,434248527.484422,440949045.032200,0,31,0,0,yes,1.000000
6,,468737987.304786,468878313.881840,0,32,0,0,yes,1.000000
5,,301455310.442283,301417396.619620,0,12,0,0,yes,0.999874
4,,107541997.643654,130189817.353030,0,9,0,0,yes,1.000000
3,,276535527.748922,276310712.970230,0,12,0,0,yes,0.999187
2,,192323344.329095,191888037.241220,0,11,0,0,yes,0.997737
1,,118118429.428616,128928253.531740,0,6,0,0,yes,1.000000
