species,pu,amount
5,599,30000
5,1002,32458209.244140
5,953,23813299.963380
5,957,42705532.718750
5,778,26572330.108400
5,975,2838798.777830
5,820,30837283.497070
5,888,13507041.341800
5,976,7232610.295410
5,510,95282.985350
5,760,39226773.540530
5,757,20561864.295410
5,979,14762940.757320
5,511,4635638.587890
5,670,7677883.782710
5,1041,7040001.621580
5,826,41230596.366210
5,733,17971928.074220
5,981,57349184.174800
5,980,34394343.402340
5,690,12808204.900390
5,489,4418402.781250
5,708,539106.253420
5,819,10558345.988280
5,805,8492480.990230
5,933,672314.365720
5,644,17873266.961910
6,1591,22256004.656250
6,1350,5814334.946780
6,640,6651107.729000
6,729,35190886.091800
6,399,3906690.257810
6,1701,4049462.039550
6,353,14426266.153320
6,1257,1427591.499020
6,1306,246414.312500
6,1169,33292578.914550
6,773,20863993.885740
6,488,150683.238280
6,1085,28101059.042970
6,552,8702998.127440
6,1081,4895614.094240
6,1328,11457957.610350
6,1282,27040977.553710
6,1019,7751856.467290
6,1215,5456921.633790
6,442,6737453.725100
6,1567,758140.457520
6,1103,7515406.314450
6,1634,11653548.082520
6,1061,3010918.752930
6,972,34568580.223630
6,1392,39444210.373050
6,355,3294076.296390
6,1678,6530098.660160
6,309,1783526.040530
6,996,11446560.827640
6,1592,37767117.856450
6,710,13978187.265140
6,555,3162825.067870
6,577,2584213.159180
6,1459,44287260.145020
6,1416,23079854.925290
6,354,755204.008790
6,1526,9878912.750980
6,684,32692240.433110
6,311,465121.891600
6,554,465884.967290
6,1150,12605554.299800
6,931,9726419.984380
6,886,6878783.979980
6,1461,825261.992680
6,1082,7006638.173830
6,952,15849199.696780
6,1124,2011944.561520
6,1327,19458752.069820
6,1658,6863315.136230
6,1236,46384135.718750
6,862,1121489.525880
6,904,7547853.305660
6,994,8342200.636230
6,1127,4537261.554690
6,885,9342378.098140
6,622,2114493.346680
6,444,3232619.399900
6,708,2745005.967770
6,1503,42268647.172360
6,1083,3323088.837400
6,1305,33396336.798830
6,1345,9405204.041990
6,1502,40041398.130370
6,992,27501566.047850
6,620,4757239.844240
6,1434,9610905.845210
6,1060,27372804.412600
6,1041,975414.629390
6,1108,44375305.146000
6,930,9729894.705080
6,531,3399731.279790
6,993,555156.025880
6,1524,47903022.421390
6,1435,29267864.617680
6,1194,18388581.386230
6,709,2043918.509770
6,817,20890963.872560
6,1439,1444137.339840
6,1195,21026579.023930
6,775,208825.110840
6,907,11988593.689940
6,1128,25849586.689940
6,1196,12533710.250980
6,1152,20675521.854980
6,1016,2230686.655270
6,840,1029696.903810
6,1125,14151108.606930
6,596,1310326.253910
6,421,6130680.303710
6,887,510378.035160
6,485,22359409.565430
6,1545,114536.253420
6,1017,6637059.000980
6,621,12251367.637700
6,332,6791402.447270
6,573,1485615.266600
6,1126,22924868.720210
6,948,16296745.777830
6,1018,24954993.291990
6,1438,25720777.851560
6,1213,9794636.472660
6,1568,38264555.232910
6,1149,7828716.822750
6,1238,9744030.634770
6,796,11782029.757320
6,928,6745825.696780
6,1216,23663981.629880
6,795,7350372.194340
6,1217,15874643.668460
6,1570,11577792.783200
6,443,5117099.708010
6,1218,23778002.844240
6,751,22264147.205570
6,642,2749993.757320
6,686,1356936.162110
6,1436,33772084.367190
6,839,319085.059570
6,1191,7904.111330
6,509,5942032.049320
6,1546,28614485.084960
6,599,2674850.243160
6,441,11175145.343260
6,1170,39447280.090330
6,1417,10270123.319340
6,1193,31141751.985840
6,356,3415455.647460
6,662,7059542.346680
6,1106,6259555.115230
6,489,31923.866210
6,420,13863502.596190
6,1349,17217667.947270
6,1192,48081415.347170
6,576,3277160.261230
6,864,464322.124510
6,1394,21152574.291990
6,1614,14012561.168460
6,553,2576843.467770
6,707,37666691.097660
6,1371,21904804.347660
6,1372,16167011.113280
6,595,18981599.332520
6,1151,13668207.890140
6,1080,13983010.333980
6,375,15878688.623050
6,397,9291623.401370
6,1038,5622066.930660
6,1240,3925006.944340
6,1239,17431509.091310
6,1479,51765079.968750
6,1635,49945616.274410
6,665,9166911.169920
6,1523,31746124.567870
6,1174,18534567.113280
6,664,2733382.860350
6,1525,41933295.064940
6,1460,21675106.303220
6,1347,39630913.253420
6,1393,21414749.008790
6,1104,41966496.299320
6,1259,14301503.554200
6,841,4458816.776860
6,1084,12714429.073240
6,1636,18092994.265140
6,1501,8234585.992190
6,1062,7024365.848140
6,906,3494565.857420
6,995,13569889.354980
6,597,34127490.840820
6,1258,45899908.654790
6,905,768237.938960
6,1262,7418464.022460
6,818,1747565.837890
6,949,4827001.760740
6,1303,40769219.555660
6,639,5588626.041020
6,1457,38229484.142090
6,333,5769957.748540
6,1547,47696483.582030
6,1656,28410440.871580
6,908,13785356.302730
6,532,1455852.287600
6,1348,24664660.381840
6,530,10192557.604980
6,687,8687866.039550
6,1346,49964048.623050
6,1279,28586.010740
6,776,360724.980960
6,1235,31990.842770
6,731,8530948.278810
6,1015,11145133.288570
6,1036,7264967.696290
6,1590,30203463.954100
6,1637,81877.440920
6,1172,11391328.551760
6,1700,1902653.269530
6,419,17066327.747070
6,1039,11402940.687500
6,1437,31599383.316890
6,1063,7117749.888670
6,507,26967927.324220
6,641,18227409.249020
6,1480,52997376.195800
6,487,906553.126950
6,772,2750837.489750
6,464,7623130.662600
6,533,3269627.096190
6,486,10056272.794920
6,1173,27104198.328610
6,685,28032806.071290
6,1613,23511527.994140
6,1171,4854026.539550
6,1302,28804193.803710
6,465,1484715.571290
6,1059,28150704.740720
6,1105,5915789.922360
6,575,13421444.479000
6,1612,40644308.668950
6,1129,18360901.063960
6,1702,5530319.745120
6,508,17138146.909670
6,574,10530910.900880
6,551,22314720.997070
6,1504,8127725.894530
6,331,8572504.196290
6,1107,22527046.379880
6,971,21694781.045900
6,663,30780396.478030
6,578,1318295.133300
6,598,3366895.232420
6,376,33970293.497560
6,754,6865383.093260
6,1548,25382038.005860
6,1260,28166743.142090
6,732,2826513.614750
6,1086,1048556.160640
6,1505,1130854.214840
6,1481,26889842.335450
6,951,17627938.857910
6,1280,51614771.008790
6,1040,15324468.046880
6,1283,17243116.236820
6,752,6021439.362790
6,974,13310857.508790
6,973,16368903.166500
6,1368,5290951.256840
6,1130,17519021.894040
6,600,1696173.865230
6,463,24633061.090330
6,400,280746.496580
6,1680,34194681.594730
6,1148,61086109.957030
6,1064,5487513.798340
6,643,2483232.248540
6,1415,13169932.193850
6,950,12222683.832520
6,1281,36360355.410640
6,883,4581057.635250
6,1037,2377207.720700
6,1549,150228.694820
6,1681,270338.022460
6,466,736019.084960
6,1147,406626.387210
6,1324,44195725.609380
6,377,1736763.964360
6,1369,43066489.666020
6,975,5764117.021970
6,1413,53899257.674800
6,1237,36182447.066890
6,927,16295.077150
6,1304,30376360.767090
6,510,911499.688960
6,617,553709.876950
6,398,10100763.714840
6,1482,7424826.504390
6,1657,32429287.778810
6,1325,52330843.459470
6,422,3530516.104980
6,1326,24874240.096680
6,529,4078848.593750
6,1214,31538209.321780
6,1301,8440088.168950
6,618,5588573.981930
6,884,858913.685550
6,1390,33423035.871580
6,1284,2389975.023930
6,683,18315.583010
6,728,40118906.135250
6,1679,14654159.794920
6,1391,33670775.828610
6,619,37489572.515140
6,1458,44599378.684570
6,1261,12699551.594730
6,1569,50675870.172360
6,706,18497163.459470
6,861,406597.124510
6,1370,36820613.748050
6,1414,38465504.441410
6,929,12134883.279790
7,1149,44143193.421880
7,443,39477095.226560
7,1657,5121815.349120
7,641,30817791.548340
7,642,39399202.705570
7,621,28741699.368160
7,885,1656333.942380
7,928,43382005.692380
7,839,2230852.141600
7,796,17051824.043950
7,1059,19563822.821780
7,1150,29482289.861820
7,1064,11450750.988770
7,728,2143358.090330
7,729,2294893.009770
7,994,28975765.600100
7,1082,50656625.575200
7,886,10292398.706540
7,1394,15150896.160160
7,663,8590908.957030
7,1460,5068241.836910
7,1305,2480467.642580
7,1169,21919632.728520
7,1306,5816225.870120
7,1393,7545977.532710
7,1436,12908499.955570
7,1084,13835004.722660
7,354,56869516.517090
7,1171,32246703.044920
7,464,18134472.537110
7,1104,1341640.861330
7,1125,38344670.447270
7,465,58445562.929200
7,1523,1378698.489260
7,1085,10237663.043950
7,752,3598637.946290
7,1257,19313097.120120
7,1414,3092390.954590
7,1547,195849.214360
7,1415,24794630.207520
7,1501,1298698.911620
7,622,29265056.771970
7,1128,16471297.686520
7,1130,319815.880860
7,1193,16604962.503420
7,420,11767330.872070
7,507,101833.774900
7,1435,8182966.363770
7,1304,4700399.262210
7,754,1402422.256350
7,840,10225650.651370
7,1258,2210204.348140
7,1037,48640657.523440
7,708,24193890.177250
7,1328,18215956.251950
7,997,3644558.809080
7,1083,43162623.036130
7,1191,12428676.651860
7,1371,4533159.699710
7,1060,8182724.992680
7,1170,8285358.345700
7,1347,2597654.103520
7,1172,27774931.507810
7,887,23524355.845700
7,706,855492.886230
7,1416,1484042.712400
7,1127,46860502.779790
7,1567,89882.776860
7,710,11892862.004390
7,1525,4575556.416990
7,1439,282238.953610
7,1195,3955106.055180
7,1062,15828853.194340
7,686,22245183.156740
7,551,1537280.409670
7,775,135211.734380
7,1214,13014690.653320
7,533,6709607.007810
7,1217,457426.871580
7,1015,32664545.347660
7,1372,2209456.778810
7,1016,702475.743160
7,486,9191393.124020
7,445,5169040.142090
7,355,25114595.280760
7,1235,2508184.726070
7,1152,4707823.499020
7,639,5697998.187990
7,1108,1336520.897460
7,1192,5726889.045900
7,375,11632800.068360
7,1240,4434807.855470
7,1061,51823113.489750
7,731,8708473.628910
7,996,16128387.929200
7,795,8820250.759280
7,1194,21214506.506840
7,1391,5375554.965820
7,487,56174430.762210
7,1260,5776916.986820
7,1591,3366032.442380
7,1018,5737024.949220
7,1281,4814396.806150
7,1019,29635715.057620
7,1215,36131475.590330
7,1592,6214510.069820
7,1218,2403576.258300
7,707,10361797.285640
7,1481,8025189.121580
7,1283,7016028.849120
7,755,268453.366700
7,1437,12814704.620610
7,1238,27538690.421390
7,508,13496339.062010
7,489,4016348.938480
7,1479,1002455.221190
7,1324,2620663.537600
7,687,10228764.476070
7,664,30769222.768070
7,1081,36252972.287110
7,709,19633608.198730
7,1658,32067822.279790
7,1390,30365.657710
7,1370,11182200.186520
7,1369,252078.858890
7,599,39439795.006840
7,356,19541105.567870
7,772,492051.032710
7,1350,6521285.961430
7,1614,19318641.734860
7,1173,2244029.255370
7,643,28357614.698240
7,1346,1943589.589840
7,441,615745.675780
7,309,536038.386230
7,1236,5389195.269040
7,684,12062200.821290
7,1038,39253720.500980
7,531,36626964.942870
7,1080,542479.313960
7,1458,1971317.311040
7,1392,9683576.298340
7,310,17211094.943360
7,485,70156.960450
7,1239,8611157.201170
7,1041,40335574.104000
7,442,1673456.754390
7,397,1233374.293950
7,688,26899.914060
7,662,20772693.276370
7,773,8154182.729000
7,1459,4423033.742190
7,575,20709384.297360
7,1434,46795.643550
7,665,24672044.918460
7,331,15794045.544430
7,376,5817738.418460
7,1461,409193.188960
7,578,6221559.976070
7,841,5379663.777340
7,1545,3779.214360
7,1634,678296.140620
7,1017,35461216.212400
7,952,8508662.456540
7,905,26734865.032710
7,597,3074290.735350
7,1480,1714434.897460
7,332,5703591.895510
7,1086,6403.808110
7,685,12407270.405270
7,600,13811853.157710
7,552,36466151.958980
7,1502,823527.445800
7,640,32660803.025390
7,1548,6960158.175290
7,377,38928997.697750
7,948,500587.188480
7,1262,3715621.812010
7,1373,19766765.881840
7,553,19078116.437500
7,1546,188448.509770
7,1216,9350582.822270
7,421,49841179.729980
7,817,20954770.257320
7,1568,760076.822270
7,422,47548520.511230
7,378,13459853.691890
7,555,12986372.758790
7,1590,301652.117190
7,598,38114990.864750
7,1259,41039894.629390
7,1282,20503695.405270
7,1504,31892588.660160
7,1126,27459417.239750
7,1482,4371749.582030
7,929,6564315.256840
7,1196,3422969.185060
7,1063,32969287.956050
7,930,12904697.359860
7,1284,5253926.685060
7,1280,3157077.387210
7,1612,7893950.763180
7,1526,29471207.428220
